SPR,PQR,s,Pq,Pr,l,m,median_total_cells,median_resistant_cells,median_transient_cells,median_total_resistant_cells,resistant_fraction,total_resistant_fraction,primary_metric,final_state,num_replicates,replicate_1_primary_metric,replicate_2_primary_metric,replicate_3_primary_metric,replicate_4_primary_metric,replicate_5_primary_metric,replicate_6_primary_metric,replicate_7_primary_metric,replicate_8_primary_metric,replicate_9_primary_metric,replicate_10_primary_metric
2.5,-5.0,0.1,5.5308437014783356e-05,0.00820849986238988,5.5308437014783356e-05,5.714285714285714e-07,4260307310.0,4247579179.5,12693075.0,4260272254.5,0.9970123914605588,0.9999917716029739,0.0029794046581395543,relapsed,10,0.002798624258655278,0.0029642856514118547,0.002986613749283725,0.003103805254982968,0.0027621695275000875,0.0028395321106083186,0.002994535469256924,0.00276870832748129,0.003948006353097585,0.0036687214279745983
2.5,-4.75,0.1,7.101743888425491e-05,0.00820849986238988,7.101743888425491e-05,5.714285714285714e-07,4213654858.0,4198188988.5,15441557.0,4213630545.5,0.9963295832190345,0.9999942300684751,0.003664667994324041,relapsed,10,0.0035654782551757824,0.0036390867298896224,0.003644586622553961,0.003695977884861693,0.0035515600555628603,0.0035671198336377865,0.00373985620137288,0.0036713680810296348,0.0035898217823185073,0.003570200169919846
2.5,-4.5,0.1,9.118819655545161e-05,0.00820849986238988,9.118819655545161e-05,5.714285714285714e-07,4175943004.5,4153754659.5,19694508.5,4173449168.0,0.9946866264754836,0.9994028087794032,0.0047190004495581295,relapsed,10,0.005028293393020126,0.0065959233543491265,0.004571463948132237,0.0046140256661049055,0.00458095043870998,0.004536537094586831,0.004659263516839913,0.00449388357422432,0.004724753777442929,0.004527980410357477
2.5,-4.25,0.1,0.00011708796207911743,0.00820849986238988,0.00011708796207911743,5.714285714285714e-07,4199327163.0,4173358014.0,25086969.5,4198444983.5,0.9938158785938822,0.9997899236078168,0.0059753002834602945,relapsed,10,0.006289506169997671,0.0069561716210525485,0.005522276991380823,0.005875833237787981,0.005941015875098267,0.006467261486243804,0.005832495333896288,0.005876231971139701,0.005883604866232933,0.0058739201216890585
2.5,-4.0,0.1,0.00015034391929775722,0.00820849986238988,0.00015034391929775722,5.714285714285714e-07,4194851497.0,4159815693.5,32719368.0,4192535061.5,0.9916479037398448,0.9994477908212825,0.007804196630449575,relapsed,10,0.0076369930899782765,0.007350226984684253,0.00746793135464518,0.007518229768431602,0.009151971740859006,0.007623698684936646,0.005796894151964052,0.007545049184359924,0.008364210529228696,0.0106323157508588
2.5,-3.75,0.1,0.00019304541362277091,0.00820849986238988,0.00019304541362277091,5.714285714285714e-07,4222320314.0,4182527991.5,39766199.5,4222294191.0,0.9905757215131074,0.9999938131174195,0.009418149873299532,relapsed,10,0.00934217899493625,0.009376849578064502,0.009451670739353131,0.009093778298118731,0.00931609534043948,0.009510665024269747,0.010549240816002958,0.00957107175653446,0.009520367572209702,0.009866805290344694
2.5,-3.5,0.1,0.00024787521766663585,0.00820849986238988,0.00024787521766663585,5.714285714285714e-07,4199866151.0,4149686494.5,51050813.0,4200737307.5,0.9880520819721714,1.000207424824668,0.012152822055512453,relapsed,10,0.012006153883163983,0.012090049836640429,0.011957917474601062,0.012072772502456705,0.011871774834761168,0.012065893827741701,0.012934219463070046,0.012110305571282821,0.01217657922727814,0.01692490872724712
2.5,-3.25,0.1,0.00031827807965096667,0.00820849986238988,0.00031827807965096667,5.714285714285714e-07,4307585450.5,4240925644.5,67994651.5,4308920296.0,0.9845250183041029,1.000309882535202,0.015779974292659787,relapsed,10,0.015550808679372278,0.015576358117267933,0.017534059081538968,0.015974847677025564,0.01542754831570413,0.01514454531536767,0.01534453124276096,0.015021111229256924,0.016724941095000685,0.02155053487991002
2.5,-3.0,0.1,0.0004086771438464067,0.00820849986238988,0.0004086771438464067,5.714285714285714e-07,4387912687.0,4297628940.5,84754068.0,4382383008.5,0.9794244432512337,0.9987397929506704,0.019339721753122072,relapsed,10,0.019032270545408098,0.01952522603206095,0.025974828158611893,0.01915345458146243,0.019321662426442582,0.019719410087558176,0.019410900171375534,0.020162365435330527,0.022041772112194588,0.0193521376553509
2.5,-2.75,0.1,0.0005247518399181384,0.00820849986238988,0.0005247518399181384,5.714285714285714e-07,4371605830.5,4266454821.5,105484965.5,4371939787.0,0.9759468229577383,1.0000763921801161,0.024127726052783353,relapsed,10,0.0243644629854059,0.023965643063846024,0.031229764688794747,0.023955738780021024,0.023996547895138966,0.02599752437989066,0.02363744345062041,0.025983840739457316,0.0240461066831509,0.024094894678459086
2.5,-2.5,0.1,0.0006737946999085467,0.00820849986238988,0.0006737946999085467,5.714285714285714e-07,4181298051.5,4051177741.0,129850022.5,4181027763.5,0.968880402952064,0.9999353578729211,0.03105696250897426,relapsed,10,0.030524698082730017,0.029495800053644883,0.030239941725536474,0.030394712130781074,0.032731143088136114,0.03112566341948901,0.03640619207421664,0.030628102772406407,0.0309288715341107,0.03133270710989854
2.5,-2.25,0.1,0.0008651695203120633,0.00820849986238988,0.0008651695203120633,5.714285714285714e-07,4348691159.5,4177861846.0,161831335.5,4339693181.5,0.9607170738885855,0.9979308767465946,0.03729096245556778,relapsed,10,0.03624586612793771,0.03645981931935693,0.037041374014157434,0.03813308289121759,0.04140210401501825,0.037327391536182954,0.0379764717041549,0.03656880939686756,0.02604869037647442,0.0369299638517767
2.5,-2.0,0.1,0.0011108996538242307,0.00820849986238988,0.0011108996538242307,5.714285714285714e-07,4137398488.0,3946398794.5,190075506.0,4136474300.5,0.9538357994633656,0.9997766259395413,0.04595109075790087,relapsed,10,0.046278018683076766,0.04646108852830707,0.04614579803450945,0.04583768452756481,0.04573225999275508,0.045895239513149146,0.045820623478979,0.06289362853045333,0.04597352233574974,0.04635159716427171
2.5,-1.75,0.1,0.0014264233908999255,0.00820849986238988,0.0014264233908999255,5.714285714285714e-07,4251964650.5,3990911332.5,240353862.0,4231265194.5,0.9386040714215952,0.9951317901954886,0.05680425379917652,relapsed,10,0.05496934729757178,0.05415889177534101,0.057516715693061146,0.05460555564687306,0.0549429622537962,0.05576606724693462,0.05609925779251738,0.07350473509336099,0.08205150426835098,0.06939256436331404
2.5,-1.5,0.1,0.0018315638888734178,0.00820849986238988,0.0018315638888734178,5.714285714285714e-07,4204709842.0,3909735643.0,285411019.0,4195146662.0,0.9298467171138513,0.9977256028693169,0.06803362122837744,relapsed,10,0.07354610212489257,0.07040161022155078,0.066907134833433,0.06592399303801472,0.06792236716447386,0.0710994113444863,0.0656225928267472,0.0698997664704558,0.06924071342088736,0.06563686223224344
2.5,-1.25,0.1,0.0023517745856009107,0.00820849986238988,0.0023517745856009107,5.714285714285714e-07,4325564290.0,3898630638.0,338326991.0,4236957629.0,0.9012998944468353,0.9795155833876186,0.07985139824960945,relapsed,10,0.10240007200262045,0.07818542730665602,0.08943575426437723,0.07808530789181235,0.07873028957734483,0.09826712402739826,0.08126968027450134,0.07729611666584603,0.06874534147358904,0.08782938559003745
2.5,-1.0,0.1,0.00301973834223185,0.00820849986238988,0.00301973834223185,5.714285714285714e-07,4190360349.5,3808496557.5,369218068.0,4177714625.5,0.908870894111633,0.9969821869850622,0.08837800115555068,relapsed,10,0.08902150056275855,0.08382486251503553,0.0898147976781788,0.08914992909654587,0.0888206453439414,0.0902095102630146,0.13057876050298295,0.08769366918393899,0.09105079299739356,0.08935353929490346
