SPR,PQR,primary_metric_file1,primary_metric_file2
2.5,-5.0,0.0010098211468416,0.0011849734455654
2.5,-4.75,0.001294485894764,0.0012516398508645
2.5,-4.5,0.0018439413667827,0.0016492675474046
2.5,-4.25,0.0024483851633102,0.0021331875327503
2.5,-4.0,0.0031510436701202,0.0029822182991197
2.5,-3.75,0.0036913210136709,0.0035936682519148
2.5,-3.5,0.0051222821176821,0.004529401246331
2.5,-3.25,0.0066101971868098,0.0060242764224034
2.5,-3.0,0.0081453759894586,0.0072201300167365
2.5,-2.75,0.0093080534758036,0.0088243062190371
2.5,-2.5,0.0114915432484743,0.0120653624117036
2.5,-2.25,0.0161251897316326,0.0127363062597341
2.5,-2.0,0.0162136257759739,0.0171331039781283
2.5,-1.75,0.0205734341913902,0.0184199633448151
2.5,-1.5,0.023683929808959,0.0226134436572685
2.5,-1.25,0.0265706776547018,0.0254395213703524
2.5,-1.0,0.0269743575973323,0.0264800004664972
2.5,-0.75,0.0296759784659122,0.0244617241519271
2.5,-0.5,0.0273734953937281,0.0245192960938637
2.5,-0.25,0.0232786386692163,0.0225683729286145
2.5,0.0,0.0182538244146857,0.016072757649477
2.75,-5.0,0.0016313251056368,0.0012308014309762
2.75,-4.75,0.002023958322828,0.001838351809917
2.75,-4.5,0.0028850184384775,0.0026804857239858
2.75,-4.25,0.0043227160735629,0.0030831831034408
2.75,-4.0,0.0045273843815474,0.0042214228827121
2.75,-3.75,0.00644079972373,0.0052158785556602
2.75,-3.5,0.0070970271947657,0.0070909000285603
2.75,-3.25,0.0106765560589417,0.0093867620775777
2.75,-3.0,0.0121382286260987,0.0124073807092035
2.75,-2.75,0.0145424288060068,0.0147265129614371
2.75,-2.5,0.018878341015195,0.0173606728753427
2.75,-2.25,0.0236584344221187,0.0239633305101473
2.75,-2.0,0.0286772136276147,0.0277157842156016
2.75,-1.75,0.0339006943925629,0.0335367578354588
2.75,-1.5,0.0390877163364064,0.0367846910897332
2.75,-1.25,0.0461766930836088,0.0433308196112633
2.75,-1.0,0.051592616609,0.0477804712985246
2.75,-0.75,0.0536887349006689,0.0512503619471243
2.75,-0.5,0.0544132866761695,0.0543849560333223
2.75,-0.25,0.0531472569671964,0.0515897854539606
2.75,0.0,0.0468360406086417,0.0457672766699583
2.75,0.25,0.038786995922186,0.0366576413791525
3.0,-5.0,0.0024985197281576,0.0023951117454649
3.0,-4.75,0.0033859255173508,0.0026907841081794
3.0,-4.5,0.0039066983699568,0.003573305386695
3.0,-4.25,0.0058185038284698,0.0062766902196359
3.0,-4.0,0.0071600253586511,0.0062094999990713
3.0,-3.75,0.0085243263215396,0.0075464397369157
3.0,-3.5,0.0104129588470989,0.0100627125052272
3.0,-3.25,0.0132098029796787,0.0120537005666896
