SPR,PQR,s,Pq,Pr,l,m,median_total_cells,median_resistant_cells,median_transient_cells,median_total_resistant_cells,resistant_fraction,total_resistant_fraction,primary_metric,final_state,num_replicates,replicate_1_primary_metric,replicate_2_primary_metric,replicate_3_primary_metric,replicate_4_primary_metric,replicate_5_primary_metric,replicate_6_primary_metric,replicate_7_primary_metric,replicate_8_primary_metric,replicate_9_primary_metric,replicate_10_primary_metric
2.5,-5.0,0.1,5.5308437014783356e-05,0.00820849986238988,5.5308437014783356e-05,5.714285714285714e-07,4379832662.5,4374833677.5,5190212.0,4380023889.5,0.9988586356180224,1.000043660800477,0.001184973445565496,relapsed,10,0.0009007078014131424,0.000832801919552397,0.0009286513657210016,0.0013576363613179748,0.0012266934330023259,0.0013436909153989815,0.0012734403732643333,0.0011504206344747198,0.001137524536987979,0.0017346434409342107
2.5,-4.75,0.1,7.101743888425491e-05,0.00820849986238988,7.101743888425491e-05,5.714285714285714e-07,4227330198.0,4221592698.0,5290535.5,4226883233.5,0.9986427603874629,0.9998942678998174,0.0012516398508645957,relapsed,10,0.0012140761179056775,0.0009790352527416762,0.001365855910368302,0.0012567606076056617,0.000977397526230061,0.0011843099319275103,0.001528325959700868,0.001614117024261376,0.0008428729795633019,0.0016014461316920358
2.5,-4.5,0.1,9.118819655545161e-05,0.00820849986238988,9.118819655545161e-05,5.714285714285714e-07,4303265698.0,4296239912.5,7097354.5,4303337267.0,0.9983673363456815,1.0000166313225867,0.0016492675474046223,relapsed,10,0.0019591119552251762,0.0015411922835695741,0.0016125041793220774,0.0017154704195816084,0.0015832467746563278,0.0016998357179099598,0.0016319090340297978,0.001941024572033694,0.00158455597550417,0.0016117489223769147
2.5,-4.25,0.1,0.00011708796207911743,0.00820849986238988,0.00011708796207911743,5.714285714285714e-07,4174889500.5,4166000175.5,8905857.5,4174906033.0,0.9978707640049072,1.0000039599850483,0.0021331875327503928,relapsed,10,0.002065763598697117,0.002214016669813014,0.002203806686695389,0.002354528677726928,0.0020330218499084746,0.0009794811178125327,0.0018891152009714526,0.0018599257671803094,0.0025155738621299166,0.002612165951039461
2.5,-4.0,0.1,0.00015034391929775722,0.00820849986238988,0.00015034391929775722,5.714285714285714e-07,4192007831.5,4177510298.0,12495512.0,4190005810.0,0.9965416253779248,0.999522419427522,0.0029822182991197333,relapsed,10,0.0019140531885204445,0.003060920815626987,0.0028644230758741226,0.002730724804127328,0.0030777514946623685,0.00322275480417215,0.002789908084812094,0.0038432200841158,0.0026320525244981317,0.004616158564052651
2.5,-3.75,0.1,0.00019304541362277091,0.00820849986238988,0.00019304541362277091,5.714285714285714e-07,4293785165.5,4277955203.5,15428998.5,4293384202.0,0.9963132850410887,0.9999066177080256,0.0035936682519148097,relapsed,10,0.003283016070345286,0.0043341699269407,0.0036463249693629908,0.003802034907991416,0.000986997078106757,0.004085257453303019,0.0035636135806016178,0.0037657989516506245,0.002550893984498242,0.004521934350034566
2.5,-3.5,0.1,0.00024787521766663585,0.00820849986238988,0.00024787521766663585,5.714285714285714e-07,4051467501.5,4030065918.0,18336840.5,4048402758.5,0.9947175724618114,0.9992435474309332,0.0045294012463310595,relapsed,10,0.004290251633598904,0.00438039157450657,0.0042129343445235215,0.006335867506625688,0.003867179752377612,0.004129813700289005,0.004091805243644557,0.004107624458706846,0.005294259225500073,0.005832987364470099
2.5,-3.25,0.1,0.00031827807965096667,0.00820849986238988,0.00031827807965096667,5.714285714285714e-07,4174628249.0,4142629937.5,25107603.0,4167737540.5,0.9923350512688969,0.9983493839237899,0.006024276422403475,relapsed,10,0.010836127172000403,0.00651134764658302,0.005870307089158628,0.005724851438089529,0.007225421473604239,0.005822565540021664,0.005744917598359522,0.014572239557354759,0.005879932297395328,0.005591829879565217
2.5,-3.0,0.1,0.0004086771438464067,0.00820849986238988,0.0004086771438464067,5.714285714285714e-07,4322316652.0,4290308539.0,31201867.0,4321510406.0,0.992594685772226,0.9998134690109697,0.00722013001673656,relapsed,10,0.006989760486546941,0.003828180517435904,0.007831985752636961,0.008103398563050082,0.007712960923636668,0.006681104601933488,0.007525185539453095,0.007213699758566333,0.01100969525051578,0.0066518725835746665
2.5,-2.75,0.1,0.0005247518399181384,0.00820849986238988,0.0005247518399181384,5.714285714285714e-07,4275186235.0,4238062794.0,37730913.0,4275793707.0,0.9913165324363934,1.0001420925233682,0.008824306219037148,relapsed,10,0.012336573302782873,0.0065528302231477945,0.009377558532282454,0.008730707608885205,0.007767967402361346,0.008735053477782723,0.009580747397292052,0.009111519628264377,0.00921950249363815,0.008998014297217069
2.5,-2.5,0.1,0.0006737946999085467,0.00820849986238988,0.0006737946999085467,5.714285714285714e-07,4243823594.0,4191275523.0,51186846.0,4242462369.0,0.9876177532274684,0.9996792456213485,0.012065362411703692,relapsed,10,0.012139335050529072,0.01751832594996005,0.010775618091307783,0.011780239684796289,0.014352637107905457,0.011641293087073195,0.012860213880278196,0.011469462367557188,0.011641817209782643,0.012005639634073875
2.5,-2.25,0.1,0.0008651695203120633,0.00820849986238988,0.0008651695203120633,5.714285714285714e-07,4159253590.0,4101323861.0,52909589.5,4154233450.5,0.9860720853522182,0.9987930191339932,0.012736306259734114,relapsed,10,0.014171258517935171,0.012159405776706912,0.02234713798614571,0.012845795452294532,0.012047343774702252,0.013987270334244569,0.012876218405417429,0.01285937000898806,0.009449397003015905,0.013583695067069175
