SPR,PQR,primary_metric_file1,primary_metric_file2
6.0,0.25,0.5340885259268671,0.5549872973894412
6.0,0.5,0.5916321861765439,0.6115518448634983
6.0,0.75,0.6495047364604585,0.6690122754960732
6.0,1.0,0.7098359758940278,0.7200434683246592
6.0,1.25,0.7296170656053715,0.7651742946819851
6.0,1.5,0.7902719793675627,0.8032812116160659
6.0,1.75,0.8140085691966596,0.8369416779548399
6.0,2.0,0.8318623849535149,0.8645395060525927
6.0,2.25,0.8454162337857589,0.8874550263900596
6.0,2.5,0.8591179208712891,0.9059927700803136
6.0,2.75,0.8663538035587609,0.9200767244000309
6.0,3.0,0.8653247396277577,0.9310261768652324
6.0,3.25,0.8381622079115137,0.938724395178294
6.0,3.5,0.8210969827365311,0.9437381075550708
6.25,-5.0,0.0042928087230986,0.0065868622419063
6.25,-4.75,0.00675442699685,0.0086220738263081
6.25,-4.5,0.0107482789598554,0.0109958335100924
6.25,-4.25,0.0134506873258529,0.01356314903252
6.25,-4.0,0.0142719280445054,0.01753589666274
6.25,-3.75,0.01882396778206,0.0229146274697726
6.25,-3.5,0.0224173572533029,0.028799755971806
6.25,-3.25,0.0336915061473742,0.0367224476848374
6.25,-3.0,0.0413684111799903,0.0471649203530949
6.25,-2.75,0.0499350011165029,0.0593349715303141
6.25,-2.5,0.0662440684024673,0.07601857409237
6.25,-2.25,0.0897398397815149,0.0935160585658745
6.25,-2.0,0.0991524190443548,0.1196237440769083
6.25,-1.75,0.143970968003393,0.1451086208688946
6.25,-1.5,0.1640222635964157,0.1803500851791913
6.25,-1.25,0.1943217633221418,0.2193622681889576
6.25,-1.0,0.2561903833361763,0.2649125800848587
6.25,-0.75,0.3053465480054182,0.3199330936687585
6.25,-0.5,0.3431152673536558,0.3720114746993806
6.25,-0.25,0.4477783392180149,0.4305850288268344
6.25,0.0,0.4698137587054373,0.4970615602964653
6.25,0.25,0.5876037806601949,0.5538409783989314
6.25,0.5,0.5867639689300029,0.6171709258571833
6.25,0.75,0.6564917085452299,0.6732659389355347
6.25,1.0,0.6890552132544301,0.7218740707146722
6.25,1.25,0.7550529115298027,0.7669945611899448
6.25,1.5,0.7807140749172784,0.8074096612469577
6.25,1.75,0.8047081034011991,0.8403516371740488
6.25,2.0,0.8495765510526833,0.8691110571212538
6.25,2.25,0.8544115054949677,0.8907949098008374
6.25,2.5,0.8582213114984822,0.9096101690410554
6.25,2.75,0.886493106420879,0.9252565509229308
6.25,3.0,0.8963769208224018,0.9364134380995772
6.25,3.25,0.8889954706186346,0.9455115097403916
6.25,3.5,0.8812260239998347,0.9514929012685212
6.25,3.75,0.8741067938024527,0.9556559611576122
6.5,-5.0,0.0044866513402272,0.0065999172268573
6.5,-4.75,0.0086997574313924,0.0085814111603581
6.5,-4.5,0.0073249014571267,0.0106379349751459
6.5,-4.25,0.0105974271264844,0.0136331602556483
6.5,-4.0,0.0123852376159002,0.0178883797150626
6.5,-3.75,0.0218446813706264,0.023255137085977
6.5,-3.5,0.0185097833783356,0.0288360605512517
6.5,-3.25,0.0286866744504819,0.0370317944051223
6.5,-3.0,0.0422963779510539,0.0464278621347066
6.5,-2.75,0.0466264216552255,0.0592516252485211
6.5,-2.5,0.0731301697247119,0.0753975841554288
6.5,-2.25,0.0898856513207182,0.0936340050702082
6.5,-2.0,0.1022902011848135,0.1164156529680208
6.5,-1.75,0.1464210889442816,0.147795724488205
6.5,-1.5,0.1831472442520845,0.1807906198245675
6.5,-1.25,0.2121646762432605,0.2193790617520682
6.5,-1.0,0.2667035940820431,0.2670829787365349
6.5,-0.75,0.3001594569709243,0.3171639144473859
6.5,-0.5,0.3718557834318794,0.3735349125379153
6.5,-0.25,0.4248551250611042,0.4350696635718892
6.5,0.0,0.4903329665652671,0.4973473494607253
6.5,0.25,0.5647633088779002,0.5587914492786485
6.5,0.5,0.5851802013750153,0.6176676699224607
6.5,0.75,0.6836141528637631,0.6738131019181345
6.5,1.0,0.7017294923636191,0.7234660630833859
6.5,1.25,0.7462683874387,0.7699449810641671
6.5,1.5,0.7871929244492425,0.8095484698984005
6.5,1.75,0.827755458529019,0.842346892093498
6.5,2.0,0.8608610938430935,0.8711268331972374
6.5,2.25,0.8677507882615235,0.8943614783228199
6.5,2.5,0.8973963173445846,0.9135326316028716
6.5,2.75,0.9031712779175536,0.9290749702729918
6.5,3.0,0.9122731887767472,0.941191659378115
6.5,3.25,0.9029941537939808,0.950065684636096
6.5,3.5,0.9159632081681854,0.9575260868056268
6.5,3.75,0.9019915041861272,0.9621793867454024
6.5,4.0,0.8949304584263985,0.9654495107495292
6.75,-5.0,0.0042963408416022,0.0067655621814625
6.75,-4.75,0.0068257647673737,0.0083288741035063
6.75,-4.5,0.0076728163876686,0.0104570553927346
6.75,-4.25,0.0108113986724608,0.014053770946423
6.75,-4.0,0.0303830430918216,0.0177680761786691
6.75,-3.75,0.0194371035514925,0.0229003291040027
6.75,-3.5,0.0240431245573493,0.0292421462608249
6.75,-3.25,0.037183029233184,0.0368636710736804
6.75,-3.0,0.0361877945746883,0.0476123609667201
6.75,-2.75,0.0460440323115071,0.0595287285710564
6.75,-2.5,0.0668833976594424,0.0748537809713975
6.75,-2.25,0.0856315137400019,0.0936822799852056
6.75,-2.0,0.1211487476170147,0.1162421252081658
6.75,-1.75,0.1095940624778208,0.1446296175623325
6.75,-1.5,0.1770828450514622,0.1790517193136157
6.75,-1.25,0.2093674514154072,0.2195830165444634
6.75,-1.0,0.2602157257892622,0.2677922223136545
6.75,-0.75,0.3075121266966802,0.3167310053711253
6.75,-0.5,0.3622659599659746,0.3742878684080715
6.75,-0.25,0.4493917103059442,0.4343510005387033
6.75,0.0,0.5104588374023267,0.4972476243704746
6.75,0.25,0.5795921838533901,0.5590807830334333
6.75,0.5,0.6057872077656953,0.6164854289594002
6.75,0.75,0.6658387189838042,0.6730132265754263
6.75,1.0,0.7162548174588849,0.7248515553910996
6.75,1.25,0.7521065878410581,0.7714190967996613
6.75,1.5,0.7900153485126231,0.8104954825682124
6.75,1.75,0.8360945039765761,0.8448570288741678
6.75,2.0,0.8733437955519682,0.8734027225397484
6.75,2.25,0.8919885219154781,0.896499489780553
6.75,2.5,0.8994040598458064,0.915982639239794
6.75,2.75,0.9117891228765532,0.931489025234026
