SPR,SPQ,primary_metric_file1,primary_metric_file2
2.5,2.5,0.9843439611679812,0.5774348064487828
2.5,2.75,0.9685250363564644,0.5311836033623569
2.5,3.0,0.9626387880357334,0.4747655183560215
2.5,3.25,0.958649054548456,0.4372992535124858
2.5,3.5,0.9493676415549048,0.3593432476962951
2.5,3.75,0.9389800091409471,0.3763915445144503
2.5,4.0,0.930197248861242,0.3577793112552664
2.5,4.25,0.9194074769072296,0.3301749736902881
2.5,4.5,0.9191186407323232,0.3299719378759507
2.5,4.75,0.91051299409662,0.3163609471254313
2.5,5.0,0.9048110267799168,0.3117965633971802
2.5,5.25,0.8955663948594141,0.2997904090303371
2.5,5.5,0.8960857847760252,0.3047017007541067
2.5,5.75,0.8840757325498746,0.2953901614191469
2.5,6.0,0.8878540547357116,0.2934466328563335
2.5,6.25,0.8889690515502344,0.290049498461759
2.5,6.5,0.8837479517845096,0.2899401201896961
2.5,6.75,0.8857854749312281,0.2797409619447326
2.5,7.0,0.8913673452813209,0.2879577457934793
2.5,7.25,0.8885513216305796,0.2931879578088126
2.5,7.5,0.8864724777407208,0.2871664068669817
2.5,7.75,0.8767758621602056,0.2649616458870558
2.5,8.0,0.8881539050301921,0.2844467941171764
2.5,8.25,0.8742729774355525,0.281241356389537
2.5,8.5,0.8841767037016061,0.2767560153992915
2.5,8.75,0.8709017569800545,0.2799707435175226
2.5,9.0,0.8810652883394977,0.2775253827645748
2.5,9.25,0.8761678790560792,0.2816918802814803
2.5,9.5,0.8878908679344882,0.2834431189722943
2.5,9.75,0.8835239888331589,0.2817303437877857
2.5,10.0,0.871045181461494,0.2780984146670832
2.5,10.25,0.8936128620423822,0.2786811315481635
2.5,10.5,0.9012534470835885,0.2858897345897191
2.5,10.75,0.8686250991505154,0.282829850828171
2.5,11.0,0.8823306449548483,0.267959488077972
2.5,11.25,0.8897168242009524,0.2788674153620715
2.5,11.5,0.8846275929146266,0.2835868412888296
2.5,11.75,0.8945117863738625,0.2810935428585638
2.5,12.0,0.8836790839202537,0.2749214761990305
2.5,12.25,0.8807391280238738,0.2776521628365847
2.5,12.5,0.8858082954066536,0.2839343896422331
2.5,12.75,0.8673449503314702,0.2825636890672088
2.5,13.0,0.8698534374968967,0.284013657921122
2.5,13.25,0.8804170516113198,0.2814941987477895
2.5,13.5,0.88467265906578,0.2759934102250643
2.5,13.75,0.883295854666816,0.2868849651002248
2.5,14.0,0.8902889720095158,0.2834806232942127
2.5,14.25,0.8894238669692951,0.2801837241894747
2.5,14.5,0.883431481687737,0.2791591667177878
2.5,14.75,0.8835852519264918,0.2825227941356074
2.5,15.0,0.881612274779498,0.2836915533480625
2.5,15.25,0.8730842799306621,0.285887403669353
2.5,15.5,0.8807659896643412,0.2837913165586545
2.5,15.75,0.8790619127840821,0.2805474468246049
2.5,16.0,0.8881505705771219,0.2810615373986597
2.5,16.25,0.8812270437486504,0.2876502658116296
2.5,16.5,0.8875957386066544,0.287293271760867
2.5,16.75,0.892646901905857,0.2865939759279538
2.5,17.0,0.8823671284621951,0.2821316784809926
2.5,17.25,0.8817114201796995,0.2804574356630283
2.5,17.5,0.8842574231038431,0.2824800028653669
2.5,17.75,0.8757562579349312,0.283743060065134
2.5,18.0,0.8822616281578872,0.2859313664979015
2.5,18.25,0.8854122674753566,0.2847252267804587
2.5,18.5,0.896889623799747,0.2815409178663542
2.5,18.75,0.8742468640286671,0.2789385077141039
2.5,19.0,0.8748539873352528,0.2874877494847992
2.5,19.25,0.8724076025621413,0.2847906288413178
2.5,19.5,0.8867190016038607,0.2805756473568376
2.5,19.75,0.8886027199480551,0.2845825217310315
2.5,20.0,0.8839314066807635,0.2772841059251949
2.5,20.25,0.8876784063284648,0.2813088599200378
2.5,20.5,0.9021605784288848,0.2770805505338689
2.5,20.75,0.8774659311816437,0.2836782051403081
2.5,21.0,0.8791608414523019,0.2764698821476813
2.5,21.25,0.8810540652112799,0.2837317851318086
2.5,21.5,0.8816728420449252,0.276264466476715
2.5,21.75,0.894182843220434,0.2821096087634783
2.5,22.0,0.8925263980446886,0.2823143127235291
2.5,22.25,0.8730263957608965,0.2842302389954985
2.5,22.5,0.8956107535615645,0.2763985820836307
2.5,22.75,0.883398684636554,0.2722117523688266
2.5,23.0,0.8690923311635133,0.2691591509095695
2.75,2.5,0.9646469877695546,0.4783395943542112
2.75,2.75,0.9459346621168946,0.4245024370418472
2.75,3.0,0.9342899619939184,0.3824701600844357
2.75,3.25,0.9058772153805692,0.335997785641843
2.75,3.5,0.9019655270577884,0.3129769335065555
2.75,3.75,0.8852614635684942,0.2871644932182571
2.75,4.0,0.871452488427502,0.2761808677493951
2.75,4.25,0.8582215132691394,0.2585736961896923
2.75,4.5,0.8345412995207314,0.2472054423110873
2.75,4.75,0.8452739450400434,0.2417640685063095
2.75,5.0,0.8282214046812535,0.2353793594767018
2.75,5.25,0.8187893936798426,0.2294520806798464
2.75,5.5,0.8157383008055435,0.2287068010322546
2.75,5.75,0.8177736926349853,0.2203175124355736
2.75,6.0,0.7992253812699817,0.2124871527257218
2.75,6.25,0.7932210291199376,0.2042010433561486
2.75,6.5,0.7910550413954254,0.206846064971976
2.75,6.75,0.7947985087946821,0.2107543147937648
2.75,7.0,0.7939141336746591,0.2071481771215412
2.75,7.25,0.7608107377599744,0.2103376475098307
2.75,7.5,0.8117285556673246,0.2104824301828592
2.75,7.75,0.7854123463851301,0.2123778752287056
2.75,8.0,0.7958396258111886,0.2067641801707677
2.75,8.25,0.7861950605453016,0.2087727497790329
2.75,8.5,0.7926679797309747,0.2100415774441103
2.75,8.75,0.7880051748738124,0.2111299290543969
2.75,9.0,0.8032465922668597,0.2092637186834881
2.75,9.25,0.7873122524112487,0.2069700685449393
2.75,9.5,0.7908693831325725,0.2102400526995508
2.75,9.75,0.7872407067238893,0.2118602295709715
2.75,10.0,0.7951561094313274,0.2067537407747029
2.75,10.25,0.7844830712546321,0.2089153003390112
2.75,10.5,0.774063741555817,0.2034907163255963
2.75,10.75,0.7918461232540414,0.2080278933474066
2.75,11.0,0.7995075875255371,0.2115124152574157
2.75,11.25,0.7821322912220141,0.209582115518483
2.75,11.5,0.7934486143464906,0.2107511680210678
2.75,11.75,0.7882103135812683,0.2061889909830484
2.75,12.0,0.7971557392491014,0.2070066318049425
2.75,12.25,0.8032511412170531,0.2107173911635745
2.75,12.5,0.788206689730289,0.2117228380690207
2.75,12.75,0.7866259554587621,0.2075442834722651
2.75,13.0,0.787525065391668,0.2093795672939667
2.75,13.25,0.79659264291278,0.2104678858858076
2.75,13.5,0.7904443222766168,0.2113827511032277
2.75,13.75,0.7711072740091169,0.2086411439959937
2.75,14.0,0.7972126165738407,0.210890812370557
2.75,14.25,0.7909664747593502,0.209635291935035
2.75,14.5,0.7941571638921991,0.1993316091817739
2.75,14.75,0.798087074558536,0.2096044721757669
2.75,15.0,0.8009740368394846,0.2099339919920836
2.75,15.25,0.8041633032935145,0.2086539941982872
2.75,15.5,0.7717272614032277,0.206715485063698
2.75,15.75,0.8063319064450692,0.2075328334774127
2.75,16.0,0.7887751724426607,0.2080998461692638
2.75,16.25,0.7984053575475524,0.2067814056649587
2.75,16.5,0.7872587313214547,0.2051848625351901
2.75,16.75,0.789878956641167,0.2050860012109771
2.75,17.0,0.7953903748319981,0.2032626132318466
2.75,17.25,0.7937860580673032,0.2080921152086718
2.75,17.5,0.7961358557318734,0.2101383205074077
2.75,17.75,0.7915627364266958,0.2049446738737474
2.75,18.0,0.7841386441220707,0.2049048212242039
2.75,18.25,0.7952004988822489,0.2123677495158982
2.75,18.5,0.7976886468752816,0.2069342457459562
2.75,18.75,0.7908561981082504,0.2093207984907435
2.75,19.0,0.784137121494028,0.2085232457209294
2.75,19.25,0.7881913106483156,0.2126117767015514
2.75,19.5,0.7886306426958778,0.2121210281958928
2.75,19.75,0.8080636722779094,0.211193096069034
2.75,20.0,0.78018721266116,0.2127639900187848
2.75,20.25,0.7920765498188832,0.2071037970003701
2.75,20.5,0.7995370725540161,0.2069300998712608
2.75,20.75,0.7857576611202955,0.2127757123452898
2.75,21.0,0.7968338482012971,0.2087696606111324
2.75,21.25,0.7953745411558559,0.2101536954857835
2.75,21.5,0.7967584638216023,0.1846999436958925
2.75,21.75,0.7898604044278992,0.1949500805086801
2.75,22.0,0.7785082727745755,0.2029240707607538
2.75,22.25,0.7927664301430106,0.2105114343504493
2.75,22.5,0.7934572197326193,0.2091865723772001
2.75,22.75,0.7977303842257821,0.1872873235248562
2.75,23.0,0.7872709927620517,0.204039696984303
3.0,2.5,0.9147240677405396,0.4042101276112965
3.0,2.75,0.9239318352250788,0.3505964201247366
3.0,3.0,0.8792243032098075,0.3168740037921813
3.0,3.25,0.8637003164159052,0.2737755694504548
3.0,3.5,0.8345702833128378,0.2502572421114977
3.0,3.75,0.8137436401041827,0.2317389192822575
3.0,4.0,0.7826586417966638,0.1959001709219376
3.0,4.25,0.7737921613400248,0.2008554950020105
3.0,4.5,0.7597879837029369,0.1914552279698861
3.0,4.75,0.7399929651438689,0.1797859965573641
3.0,5.0,0.7360507991950056,0.1768653599009066
3.0,5.25,0.7310706820232151,0.1722359536511157
3.0,5.5,0.7065845138150033,0.1715608478687761
3.0,5.75,0.7018455812559856,0.1643914137450844
3.0,6.0,0.6889450283917626,0.1613982073268965
3.0,6.25,0.6952233150290275,0.1629229079825974
3.0,6.5,0.695979363662135,0.1615922403876999
3.0,6.75,0.6846150454434161,0.1554542689942924
3.0,7.0,0.6875752368032843,0.160100526055333
3.0,7.25,0.6912665491603771,0.1530047802438129
3.0,7.5,0.6968122709558007,0.1553793756496427
3.0,7.75,0.6783611660835319,0.157475276779781
3.0,8.0,0.6941118422814195,0.1561537800866902
3.0,8.25,0.6865483364018097,0.1555887887813159
3.0,8.5,0.6954516432728287,0.1546197801672111
3.0,8.75,0.6842056915091788,0.1591081297039998
3.0,9.0,0.6778122953365082,0.1537785258262371
3.0,9.25,0.6700386258633896,0.1566552105215045
3.0,9.5,0.6976153137540898,0.1551085684859513
3.0,9.75,0.6864425047840065,0.1566925374242619
3.0,10.0,0.6919173371876512,0.1525699092196581
3.0,10.25,0.6646235890516047,0.1532963555895242
3.0,10.5,0.6872767722622176,0.1561223169828118
3.0,10.75,0.6825853761274459,0.1565199157328708
3.0,11.0,0.6775874009081906,0.158561980907298
3.0,11.25,0.686885103506757,0.1570962243916639
3.0,11.5,0.6777518636256132,0.1558367638467655
3.0,11.75,0.6827092254691974,0.1589617944580262
3.0,12.0,0.6744347338027075,0.1559404880361855
3.0,12.25,0.6707436119484904,0.1577742305369101
3.0,12.5,0.6831045230042729,0.1585385594592605
3.0,12.75,0.6760242787708527,0.1562518335892872
3.0,13.0,0.6783535715182981,0.1570284119060493
3.0,13.25,0.6808597027423657,0.1522079066076355
3.0,13.5,0.677736266707965,0.1521846987840007
3.0,13.75,0.6827745348173174,0.1545038443873924
3.0,14.0,0.6829547990199293,0.1347507102870733
3.0,14.25,0.683506497362313,0.1568447558141604
3.0,14.5,0.6805476743561067,0.1554135016957455
3.0,14.75,0.6779594878288667,0.1573242418915007
3.0,15.0,0.6910823572662302,0.1571833364571017
3.0,15.25,0.6957507780536294,0.1563970298088243
3.0,15.5,0.6902258516547872,0.1582291392217687
3.0,15.75,0.6823240377020595,0.1562593005759229
3.0,16.0,0.6753241940222674,0.1559968085468231
3.0,16.25,0.6769949987767475,0.1565833995986683
3.0,16.5,0.6792136487705122,0.1554675299812074
3.0,16.75,0.6896539191855443,0.1575768643561698
3.0,17.0,0.6815446769316373,0.1576634254920981
3.0,17.25,0.6803514003251351,0.1536461533306785
3.0,17.5,0.6679509090597148,0.1514256213733192
3.0,17.75,0.6850539673617279,0.1522337313569294
3.0,18.0,0.6809967567831723,0.1539106513213667
