SPR,SPQ,primary_metric_file1,primary_metric_file2
3.0,18.25,0.6857029289065193,0.1582285812282205
3.0,18.5,0.6613053234134026,0.1557354133296206
3.0,18.75,0.6807904523813993,0.1498441931863704
3.0,19.0,0.7025826445415959,0.1560625591924403
3.0,19.25,0.6758579851231682,0.1522270761482277
3.0,19.5,0.6862009464298628,0.1585934011730703
3.0,19.75,0.6598408661800322,0.1518326725327059
3.0,20.0,0.6843682969658461,0.1519217769447887
3.0,20.25,0.6785353907588133,0.1574710641613858
3.0,20.5,0.7032892730239069,0.1551801026443294
3.0,20.75,0.6941832101157346,0.1540730057143843
3.0,21.0,0.6856880664282611,0.1585684295815228
3.0,21.25,0.6729724777651519,0.1538923833906117
3.0,21.5,0.6797040489065044,0.1517128507639654
3.0,21.75,0.6783086273876805,0.1548650300216028
3.0,22.0,0.6899733286885164,0.1545734561924007
3.0,22.25,0.6758279031584083,0.1528381780323747
3.0,22.5,0.6869019534912169,0.1564883229616607
3.0,22.75,0.6900400234568052,0.1576792467782427
3.0,23.0,0.69699714479725,0.1579491321410255
3.25,2.5,0.8881810567531647,0.3289062164967626
3.25,2.75,0.8483526702264345,0.2907379554648631
3.25,3.0,0.8209338180064455,0.2717685240733607
3.25,3.25,0.81422636719671,0.2329436341811436
3.25,3.5,0.7655459347821361,0.2080229646100714
3.25,3.75,0.7261107582704104,0.1804832649332498
3.25,4.0,0.7023326887721048,0.1774413731191913
3.25,4.25,0.6744796611233007,0.1652561191440046
3.25,4.5,0.6600788966057682,0.152257219336889
3.25,4.75,0.6481869061402964,0.1440324881509617
3.25,5.0,0.6435931486361126,0.1406158757370633
3.25,5.25,0.614674896335129,0.1364661260786275
3.25,5.5,0.603309571551219,0.1308501853625877
3.25,5.75,0.6027965708127327,0.123913402719324
3.25,6.0,0.6006315656932897,0.1260022783794566
3.25,6.25,0.5964337585416126,0.1185237752632981
3.25,6.5,0.5757987353244324,0.1198914973351847
3.25,6.75,0.5817997613456046,0.1217359282200547
3.25,7.0,0.5826670571989739,0.1190915861785895
3.25,7.25,0.572522260170937,0.1184957388938742
3.25,7.5,0.5595447417718298,0.1194905352252497
3.25,7.75,0.5624352482066307,0.1173492171932015
3.25,8.0,0.5740498755392965,0.1165570964852046
3.25,8.25,0.5751105299005653,0.1173191533889366
3.25,8.5,0.5695089715830731,0.1203029741668556
3.25,8.75,0.5664942756179568,0.1199545707212061
3.25,9.0,0.5678729122031768,0.1180247009976265
3.25,9.25,0.5634251094129722,0.1182147331247901
3.25,9.5,0.5464643712492068,0.1188938905711317
3.25,9.75,0.5852720541769056,0.1185886380916907
3.25,10.0,0.5737330569710432,0.1197817539913173
3.25,10.25,0.560939492015648,0.1197438021786462
3.25,10.5,0.5698908483726249,0.117149036140118
3.25,10.75,0.5704850883248037,0.1157918009118442
3.25,11.0,0.5657217373778929,0.1175740319027135
3.25,11.25,0.5738441451438386,0.1156719833614342
3.25,11.5,0.5735188820802407,0.117627551106087
3.25,11.75,0.5632445340773543,0.117180746543932
3.25,12.0,0.5709088437534473,0.1187411317836711
3.25,12.25,0.5669268935020757,0.1178863378163508
3.25,12.5,0.5806019229415489,0.1180911474627873
3.25,12.75,0.5666639677025987,0.118743062158228
3.25,13.0,0.5707249181365893,0.1167620415209403
3.25,13.25,0.5619787683291525,0.11769902603159
3.25,13.5,0.5638978265960035,0.1197175021240241
3.25,13.75,0.568306992217987,0.1187731656107305
3.25,14.0,0.567297027470889,0.1171214141578031
3.25,14.25,0.5808986173938152,0.1174177290863071
3.25,14.5,0.5666091902088366,0.1176852828143131
3.25,14.75,0.566317752383418,0.1192920910700173
3.25,15.0,0.5691706478969129,0.1165339922155637
3.25,15.25,0.5704344277171877,0.1182738321569533
3.25,15.5,0.5733824589557441,0.118645476752515
3.25,15.75,0.5577078558710599,0.1192607545593746
3.25,16.0,0.5749971908213579,0.1193013658372355
3.25,16.25,0.557348017645729,0.1179426662652544
3.25,16.5,0.5738485215310235,0.1167886665862607
3.25,16.75,0.5708864576492082,0.11365427521296
3.25,17.0,0.5785997546123737,0.1174808951816747
3.25,17.25,0.5699561684405186,0.117024860590237
3.25,17.5,0.5706711143012602,0.1157837493430675
3.25,17.75,0.5729055883509665,0.1188515834245866
3.25,18.0,0.5780764824769373,0.1189705567879743
3.25,18.25,0.5560260298580993,0.1188105648387888
3.25,18.5,0.5670011968216342,0.1155548896846319
3.25,18.75,0.5681831078999049,0.1198797079957144
3.25,19.0,0.5657643173305594,0.1140983451304784
3.25,19.25,0.5631345804475674,0.1164549894405961
3.25,19.5,0.5669737584517408,0.119232172607174
3.25,19.75,0.562193370227815,0.1144907016841391
3.25,20.0,0.5721049771825565,0.1185970395722615
3.25,20.25,0.5624487462197149,0.1177151409219532
3.25,20.5,0.565784595335849,0.1172165990642273
3.25,20.75,0.5712118589960318,0.1150349809616426
3.25,21.0,0.5616142624331614,0.1159793009840532
3.25,21.25,0.5514552520393817,0.1185511277316041
3.25,21.5,0.5721314044516038,0.1139025056634905
3.25,21.75,0.5677738824050345,0.1154624397656958
3.25,22.0,0.5785298214255196,0.1175774726932175
3.25,22.25,0.5701704007670385,0.1156833953092072
3.25,22.5,0.5454745770815633,0.1180235698094987
3.25,22.75,0.5759623046900015,0.1155861451304198
3.25,23.0,0.5719409262617245,0.1171588085327781
3.5,2.5,0.8454228292427483,0.3105238698147711
3.5,2.75,0.8086535667828263,0.2612432441439626
3.5,3.0,0.7671382509156776,0.2269792451057678
3.5,3.25,0.7273011164066088,0.2017159372130252
3.5,3.5,0.6897613952635255,0.1760651242515908
3.5,3.75,0.6525657812743035,0.1608028987206119
3.5,4.0,0.611833045850723,0.1465838420065983
3.5,4.25,0.5891305922328783,0.1286417055178982
3.5,4.5,0.568713091726748,0.1229737580827586
3.5,4.75,0.5527235750035272,0.1147901075927821
3.5,5.0,0.5175488126814,0.1105200000651006
3.5,5.25,0.519302483398655,0.1053784821521307
3.5,5.5,0.5040976633373587,0.1000991078891462
3.5,5.75,0.4740550472178935,0.0955735119484138
3.5,6.0,0.4949333455890798,0.09830053816421
3.5,6.25,0.4730980625081633,0.0946059416885489
3.5,6.5,0.4780367471492136,0.093770636585681
3.5,6.75,0.4740384258598591,0.0933104701484303
3.5,7.0,0.4609401072402464,0.0933921445269628
3.5,7.25,0.4584608890778708,0.0923367748983985
3.5,7.5,0.4670437690131887,0.0921639497949127
3.5,7.75,0.4771422940844316,0.0915811298488233
3.5,8.0,0.4671511263742839,0.0886980754939063
3.5,8.25,0.4484781846262822,0.0884618363348682
3.5,8.5,0.4495714188513392,0.0909791907596533
3.5,8.75,0.4669741228887122,0.0886131344196975
3.5,9.0,0.4565005546122606,0.0908572168863018
3.5,9.25,0.4613125549156929,0.0895798986358459
3.5,9.5,0.4603553931750337,0.0906250928622428
3.5,9.75,0.464375414598249,0.0894102719942798
3.5,10.0,0.459269825306577,0.0910471190891109
3.5,10.25,0.4668021424584044,0.0899085114071505
3.5,10.5,0.4678455644529181,0.0904770302804618
3.5,10.75,0.455736745368733,0.0903730542513191
3.5,11.0,0.4694374153371271,0.0890949234063577
3.5,11.25,0.4647151054000922,0.0890710886193568
3.5,11.5,0.453719315284581,0.0904463182962308
3.5,11.75,0.4576129395416181,0.0905605318015061
3.5,12.0,0.4581249585910936,0.089233570594733
3.5,12.25,0.4600688675882241,0.0905266379752661
3.5,12.5,0.4677773272682604,0.0881410821530079
3.5,12.75,0.4477521561561106,0.0903780273127534
3.5,13.0,0.4616015623961077,0.0885493184480695
3.5,13.25,0.451147853767317,0.0905553568395128
3.5,13.5,0.4600992642382446,0.0901170359509677
3.5,13.75,0.457496628018701,0.0897902245537516
3.5,14.0,0.4681156244997174,0.0890283814633009
3.5,14.25,0.451445175072709,0.0894014334795701
3.5,14.5,0.4587674665518271,0.0875678815875848
3.5,14.75,0.4502921048235095,0.0900665870236378
3.5,15.0,0.4642134012832898,0.08922341565967
3.5,15.25,0.4506976464523221,0.0900002947490124
3.5,15.5,0.467418017873399,0.0880749348163832
3.5,15.75,0.4584671356344391,0.0886045586403025
3.5,16.0,0.4564112510788548,0.09010682217216
3.5,16.25,0.4502344288119698,0.0895520343652705
3.5,16.5,0.463336442490497,0.0900087834224559
3.5,16.75,0.4595032316088405,0.089191314579621
3.5,17.0,0.4510791316125403,0.0896335250882721
3.5,17.25,0.4620920203223696,0.0892002202219077
3.5,17.5,0.4600633636011004,0.0905220846652306
3.5,17.75,0.4552666076029397,0.0896768487107261
3.5,18.0,0.4595884583088183,0.0851932571314315
3.5,18.25,0.4607882853083258,0.0908560612286077
3.5,18.5,0.4663407521464776,0.0890913876766054
3.5,18.75,0.4612411239021983,0.0889922296382085
3.5,19.0,0.464515014685837,0.0884834866524165
3.5,19.25,0.4519327929008443,0.0858898110270712
3.5,19.5,0.4621107067605313,0.0901798560894882
3.5,19.75,0.4571857578476714,0.0891339616817235
3.5,20.0,0.4661164193401869,0.0891296422684475
3.5,20.25,0.4709689653399408,0.0896625054264177
3.5,20.5,0.4671073658389353,0.0902881051113661
3.5,20.75,0.4547256051573468,0.0900443718534729
3.5,21.0,0.4676956050304814,0.0897843429277208
3.5,21.25,0.4680025328934439,0.0891483871349862
3.5,21.5,0.4498796338271267,0.0890358411211929
3.5,21.75,0.4640500351392593,0.0875861201357912
3.5,22.0,0.4558701200258745,0.0874060217679848
3.5,22.25,0.4524712613984909,0.0905259288188678
3.5,22.5,0.4646951882457968,0.0894051613247414
3.5,22.75,0.451523917601705,0.0894545369047212
3.5,23.0,0.4713804589132316,0.0899548156740009
3.75,2.5,0.7963171456993722,0.2845424233753738
3.75,2.75,0.7742663850532024,0.241135946645241
3.75,3.0,0.6922746658679554,0.2037555830054562
3.75,3.25,0.6764158891918646,0.1808611227422098
3.75,3.5,0.6290737630613437,0.1515112483272656
3.75,3.75,0.5866076515548616,0.1360338500947153
3.75,4.0,0.5505833718424266,0.1228369429926597
3.75,4.25,0.5012911933177563,0.1104121150814318
3.75,4.5,0.4956700018777127,0.101212096232164
3.75,4.75,0.461978217987856,0.094128901885878
3.75,5.0,0.4302005362439265,0.0876320507528623
3.75,5.25,0.4363486999084308,0.0846000916093372
3.75,5.5,0.4152380334220649,0.0810114350893351
3.75,5.75,0.4028963333810499,0.0771456496677549
3.75,6.0,0.4048886547639369,0.0760772781645622
3.75,6.25,0.3923546082416872,0.0742862568620521
3.75,6.5,0.3808671071873761,0.0736890246697039
3.75,6.75,0.3876056768324056,0.0711778651859323
3.75,7.0,0.3779485801591049,0.0720868173901284
3.75,7.25,0.3798941500169884,0.0694536054179266
3.75,7.5,0.3769062465751496,0.0697784703620351
3.75,7.75,0.3631996019305326,0.0703643689142241
3.75,8.0,0.3646525726731721,0.0704724058216414
3.75,8.25,0.3672250092153875,0.0702637773169686
3.75,8.5,0.3695765212647411,0.0681034402997032
3.75,8.75,0.3666242045127804,0.0694016055330359
3.75,9.0,0.3611104323908691,0.0692057680402983
3.75,9.25,0.3708886119953706,0.0685625225974608
3.75,9.5,0.3633878219589298,0.0683995067654291
3.75,9.75,0.3696375551423271,0.0690480469524279
3.75,10.0,0.3683187117117144,0.0682001239854814
3.75,10.25,0.3707161736614787,0.0689378908545874
3.75,10.5,0.3673299272417182,0.0676973996063719
3.75,10.75,0.36590115427314,0.068989694975103
3.75,11.0,0.3770435013194097,0.0683553094895296
3.75,11.25,0.3738433600601842,0.0680703087317619
3.75,11.5,0.3662398246993105,0.0683211229032281
3.75,11.75,0.3777546849427092,0.0669157221051173
3.75,12.0,0.3738883122990237,0.0684597066457021
3.75,12.25,0.3704530774587201,0.0684058485416125
3.75,12.5,0.3800769924722506,0.068893552171411
3.75,12.75,0.3633748977152116,0.0671065969662879
3.75,13.0,0.3628639087767732,0.0681697886479512
3.75,13.25,0.3708346581965667,0.0689229094877789
3.75,13.5,0.3623147402489289,0.0679734355739752
3.75,13.75,0.3706345632565184,0.0686947645754983
3.75,14.0,0.360184395268995,0.0675573154099786
3.75,14.25,0.363919184137608,0.06926979512137
3.75,14.5,0.3663004662210232,0.067354579040024
3.75,14.75,0.3663563317069438,0.0683737502375419
3.75,15.0,0.3590171903118087,0.0680350701938125
3.75,15.25,0.3763390824966306,0.0669191698105803
3.75,15.5,0.3683792117683735,0.0676689960684511
3.75,15.75,0.3704610489960932,0.0693432232130586
3.75,16.0,0.35600337835154,0.0694961143943492
3.75,16.25,0.3648739670283504,0.069273426252257
3.75,16.5,0.3654583174527601,0.0691077359912195
3.75,16.75,0.3859711148372652,0.0685991764179074
3.75,17.0,0.3585032436684088,0.0684683015789854
3.75,17.25,0.372853639441969,0.0684725430252745
3.75,17.5,0.370874081462122,0.0664287343521535
3.75,17.75,0.3731349028081351,0.0678733353853259
3.75,18.0,0.3748695841678334,0.0673614995146941
3.75,18.25,0.3587967854142615,0.0686921691353417
3.75,18.5,0.3645535294247135,0.0682123204123419
3.75,18.75,0.3735335450945003,0.0681321856448636
3.75,19.0,0.3738412862340401,0.0692097227120956
3.75,19.25,0.3614741445237711,0.0679432775463252
3.75,19.5,0.3652967670657911,0.0686116807740938
3.75,19.75,0.3687984138033216,0.0683078999267766
3.75,20.0,0.3731389171332678,0.0684515660169056
3.75,20.25,0.3783632177511272,0.0660181996187749
3.75,20.5,0.3604738838234609,0.066794113002897
3.75,20.75,0.3613118632200202,0.0667734053358262
3.75,21.0,0.3803282496225112,0.068960844926572
3.75,21.25,0.3708767363263391,0.0685053491405541
3.75,21.5,0.3579039552466047,0.069223108393861
3.75,21.75,0.3634403458213535,0.0686786370590435
3.75,22.0,0.3687009589297558,0.0687723264249965
3.75,22.25,0.3671531216614323,0.0671345658568123
3.75,22.5,0.3677127027568697,0.067115402019626
3.75,22.75,0.371361950240906,0.0665196327720254
3.75,23.0,0.3739040180321362,0.0674389696748544
4.0,2.5,0.7365000482960541,0.2621222969454553
4.0,2.75,0.6957182630203311,0.2192118249991596
4.0,3.0,0.6509958099396855,0.1871987983185109
4.0,3.25,0.6101379244129914,0.1591018374393811
4.0,3.5,0.5648708999557224,0.1352591389364418
4.0,3.75,0.5190526430840178,0.1177472291454525
4.0,4.0,0.4921955362711346,0.1030324587882124
4.0,4.25,0.4503983646990152,0.0924800828385124
4.0,4.5,0.4368515126667986,0.083935137287698
4.0,4.75,0.3956992536940547,0.0783012202917697
4.0,5.0,0.3671059015568817,0.0708385590497354
4.0,5.25,0.3668671837144552,0.0673445582389892
4.0,5.5,0.3405982972394049,0.064233439671075
4.0,5.75,0.3354771352890855,0.0610673984398928
4.0,6.0,0.3281339401845624,0.0598996787273283
4.0,6.25,0.316633119002474,0.0580705726374286
4.0,6.5,0.317261712987553,0.0568076342582959
4.0,6.75,0.3085222730592599,0.0550734523632715
4.0,7.0,0.3019171612435308,0.0546569365772753
4.0,7.25,0.3033013435844296,0.055149644905584
4.0,7.5,0.3065776129188346,0.0529717165004037
4.0,7.75,0.3036114170356161,0.0535522808484051
4.0,8.0,0.292411995347819,0.0537203144010619
4.0,8.25,0.2955405598568223,0.0535713148984811
4.0,8.5,0.2865320598746808,0.0531825502850603
4.0,8.75,0.2965317990665447,0.0515747137569803
4.0,9.0,0.2870066951165924,0.0531443268713162
4.0,9.25,0.2950916146175606,0.0531508862671257
4.0,9.5,0.2851002397111818,0.0522366267671578
4.0,9.75,0.2872698172723333,0.052060878463882
4.0,10.0,0.2933426467819007,0.0527510107501124
4.0,10.25,0.2913791952110077,0.053238140224954
4.0,10.5,0.2865334351998904,0.0519609805529126
4.0,10.75,0.2977023242141821,0.0526868828272459
4.0,11.0,0.2955114078398208,0.0523657019777535
4.0,11.25,0.2945560735972596,0.0533129147517264
4.0,11.5,0.2981019087267349,0.0516801982936433
4.0,11.75,0.2952910831026436,0.0531333254027327
4.0,12.0,0.2993586692583829,0.0524149473739426
4.0,12.25,0.2944204685211609,0.0526814175207992
4.0,12.5,0.292858759228625,0.052800097510428
4.0,12.75,0.2952426424828197,0.0522938286100144
4.0,13.0,0.2960105529376513,0.052210738603763
