SPR,SPQ,s,Pq,Pr,l,m,median_total_cells,median_resistant_cells,median_transient_cells,median_total_resistant_cells,resistant_fraction,total_resistant_fraction,primary_metric,final_state,num_replicates,replicate_1_primary_metric,replicate_2_primary_metric,replicate_3_primary_metric,replicate_4_primary_metric,replicate_5_primary_metric,replicate_6_primary_metric,replicate_7_primary_metric,replicate_8_primary_metric,replicate_9_primary_metric,replicate_10_primary_metric
2.5,2.5,0.1,0.00820849986238988,0.00820849986238988,0.00820849986238988,5.714285714285714e-07,4110413859.5,3971256289.0,74804771.5,4046061060.5,0.9661451193829598,0.9843439611679813,0.9843439611679813,relapsed,10,0.9810262362194428,0.9797075802968493,0.9781512706872317,0.9798748146994496,0.9870469027491254,0.9786563020859215,0.983029808026785,0.98034299763875,0.9809514932319464,0.9726038344235939
2.5,2.75,0.1,0.006392786120670757,0.00820849986238988,0.006392786120670757,5.714285714285714e-07,4152295598.5,3927403684.5,94198561.0,4021602245.5,0.9458391367702143,0.9685250363564645,0.9685250363564645,relapsed,10,0.9682050617084492,0.9744144291977737,0.959501249239429,0.9708792765679308,0.9732427903889987,0.970402483892249,0.9717890738068573,0.9724467306779409,0.9725005335074651,0.9753094985316985
2.5,3.0,0.1,0.004978706836786395,0.00820849986238988,0.004978706836786395,5.714285714285714e-07,4096868181.0,3842356189.5,101448031.0,3943804220.5,0.9378764509240626,0.9626387880357334,0.9626387880357334,relapsed,10,0.9639449171952479,0.9620198509540694,0.9646351707756654,0.9650082323443403,0.9652167544362001,0.9623995894105956,0.9730795202971385,0.9659486715925362,0.9619387071254496,0.9674882297734794
2.5,3.25,0.1,0.003877420783172201,0.00820849986238988,0.003877420783172201,5.714285714285714e-07,4154558079.0,3877526782.5,105236392.0,3982763174.5,0.9333187089379477,0.9586490545484561,0.9586490545484561,relapsed,10,0.9578396460559204,0.9182702000022623,0.9616485961130056,0.9568756296655087,0.9681429594877645,0.9520159635825315,0.9560944574629963,0.9408342536311507,0.9615558583454823,0.9548814658498536
2.5,3.5,0.1,0.0030197383422318506,0.00820849986238988,0.0030197383422318506,5.714285714285714e-07,4144007359.0,3822067297.5,112119195.5,3934186493.0,0.9223118991811616,0.9493676415549048,0.9493676415549048,relapsed,10,0.9488866876459203,0.9346134324676564,0.9459470914339896,0.9463839166263143,0.9464495256800795,0.9491666024826496,0.9501312099710659,0.9416922144378318,0.9406965137711597,0.950218413668407
2.5,3.75,0.1,0.002351774585600911,0.00820849986238988,0.002351774585600911,5.714285714285714e-07,4167036383.0,3813228805.5,99535055.5,3912763861.0,0.9150937152976617,0.9389800091409473,0.9389800091409473,relapsed,10,0.9353550491113155,0.9371586155974534,0.9356624268747223,0.9314246100739791,0.9543746383539162,0.9492522096292794,0.9363243168923401,0.9325244426540262,0.9386765433996068,0.9391899425847036
2.5,4.0,0.1,0.0018315638888734183,0.00820849986238988,0.0018315638888734183,5.714285714285714e-07,4112898801.5,3731621911.0,94185239.0,3825807150.0,0.9072972837646902,0.9301972488612421,0.9301972488612421,relapsed,10,0.9291378917628234,0.9315570836827702,0.9312428990648786,0.9355685070038022,0.9313513468568041,0.9196578431092597,0.9267352244169748,0.935134870066035,0.9263693711857972,0.9302303154395605
2.5,4.25,0.1,0.0014264233908999257,0.00820849986238988,0.0014264233908999257,5.714285714285714e-07,4191620631.0,3772936542.5,80870806.0,3853807348.5,0.90011403097801,0.9194074769072297,0.9194074769072297,relapsed,10,0.9303076124293069,0.9165626435020111,0.9139279227567122,0.926653296973212,0.9175913938401015,0.9194198932659868,0.9194181666760584,0.921197544729374,0.9278001798557001,0.9245384204388368
2.5,4.5,0.1,0.0011108996538242307,0.00820849986238988,0.0011108996538242307,5.714285714285714e-07,4276962617.0,3864748564.0,66287503.0,3931036067.0,0.9036199074171145,0.9191186407323232,0.9191186407323232,relapsed,10,0.9212720209488591,0.9169726802751975,0.9118939301661467,0.9122960093143114,0.9219409583649173,0.9120453926140955,0.9086590665506195,0.9181112647217352,0.9176102521826741,0.9218348525908865
2.5,4.75,0.1,0.0008651695203120635,0.00820849986238988,0.0008651695203120635,5.714285714285714e-07,4178934083.5,3748938071.0,56035713.5,3804973784.5,0.8971039016389883,0.9105129940966201,0.9105129940966201,relapsed,10,0.9134119302233095,0.9090882984967776,0.9096867076328249,0.9141829897503647,0.902642293030103,0.897645569031986,0.9082519792682466,0.909142750574309,0.9141058023543887,0.9114575712736475
