condition_index,replicate_number,final_generation,final_state,initial_size,s,m,q,r,l,idle,final_total_cells,final_sensitive,final_transient,final_resistant,final_n_clones,fraction_sensitive,fraction_transient,fraction_resistant,treatment_schedule,drug_type,doses_given,treatment_active_at_end,total_cell_events,total_driver_mutations,mutation_rate
0,26,364,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4159958413,2586387364,3,1573571046,7683,0.6217339471273219,7.211610555107729e-10,0.37826605215151704,off,abs,0,False,91866177714,18707,2.036331592921944e-07
0,27,353,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4005512257,2207289780,9,1798222468,6648,0.5510630447185771,2.2469036224447134e-09,0.4489369530345192,off,abs,0,False,72203708934,14949,2.0703922583346224e-07
0,28,362,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4097025550,2317628533,28,1779396989,7905,0.5656856430880691,6.83422635721664e-09,0.4343143500777045,off,abs,0,False,94088277462,19558,2.0786861581028527e-07
0,29,364,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4020564673,2389562441,21,1631002211,7772,0.5943350338441379,5.22314692287503e-09,0.40566496093271526,off,abs,0,False,93128182325,19281,2.0703722029828634e-07
0,30,361,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4025326385,2225094557,645,1800231183,7650,0.552773699367983,1.602354538015928e-07,0.44722614039656317,off,abs,0,False,92399365181,18899,2.0453603726582946e-07
0,31,268,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4273212749,3165693877,6,1107518866,5837,0.7408229037369654,1.4040957828285277e-09,0.25917709485893886,off,abs,0,False,52475958496,11033,2.1024866083848655e-07
0,32,360,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4034859397,2387249027,45,1647610325,7818,0.5916560633500558,1.115280498583381e-08,0.4083439254971392,off,abs,0,False,92866653773,19085,2.0550971984681074e-07
0,33,361,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4119894309,2214345663,6,1905548640,7808,0.5374763275268283,1.4563480395341375e-09,0.4625236710168236,off,abs,0,False,90821389640,18691,2.0579953768696817e-07
0,34,363,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4142195445,2474373909,90,1667821446,8095,0.5973580778248381,2.1727608268373246e-08,0.4026419004475536,off,abs,0,False,95904767257,19789,2.0634010765044237e-07
0,35,359,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4090985434,2293389652,19,1797595763,7726,0.5605958977364572,4.64435777309101e-09,0.43940409761918503,off,abs,0,False,92687078493,19102,2.0609129460739922e-07
0,36,362,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4061891854,2390826224,1,1671065629,7635,0.5885991823355915,2.461907002805201e-10,0.41140081741821777,off,abs,0,False,91415273039,18779,2.0542519182750149e-07
0,37,361,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4151798873,2471285082,19,1680513772,7948,0.5952323697738043,4.576329581753321e-09,0.4047676256498661,off,abs,0,False,95812348457,19589,2.044517258523459e-07
0,38,323,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4075303255,2864624745,12,1210678498,5792,0.702923087131095,2.9445661461578767e-09,0.2970769099243389,off,abs,0,False,58159459167,12098,2.080143139787736e-07
0,39,360,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4117233545,2334072565,74,1783160906,8007,0.5669031254820401,1.797323352955437e-08,0.4330968565447263,off,abs,0,False,95192446516,19613,2.0603525508406212e-07
0,40,362,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4149448519,2292707843,311,1856740365,8017,0.552533145670291,7.494971887853418e-08,0.4474667793799902,off,abs,0,False,95472885229,19801,2.0739919980951224e-07
0,41,318,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4120647370,2989803237,2,1130844131,5900,0.7255663900694322,4.853606291479389e-10,0.27443360944520717,off,abs,0,False,56766755880,11771,2.0735727834937184e-07
0,42,364,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4050918554,2449976281,81,1600942192,7515,0.6047952454094193,1.9995464959427076e-08,0.39520473459511574,off,abs,0,False,89242845712,18404,2.0622381383256712e-07
0,43,350,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4054840730,2651192502,92,1403648136,6657,0.6538339428192534,2.2688930620463605e-08,0.34616603449181593,off,abs,0,False,70664404991,14924,2.1119543852241816e-07
0,44,361,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4134510458,2296977223,7,1837533228,7970,0.5555620783484786,1.6930662217713032e-09,0.4444379199584552,off,abs,0,False,95289380214,19641,2.0611950624393218e-07
0,45,358,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4033486474,2413415180,6,1620071288,7976,0.5983446815941895,1.487546825476227e-09,0.4016553169182637,off,abs,0,False,93312247192,19509,2.0907223421442344e-07
0,46,363,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4106599149,2421123304,90,1685475755,7906,0.589568939201083,2.1915944735418345e-08,0.41043103888297233,off,abs,0,False,94266867727,19406,2.0586236148421123e-07
0,47,369,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4036687714,2364312879,114,1672374721,7929,0.5857061646854954,2.8240975789290397e-08,0.4142938070735288,off,abs,0,False,93220053296,19533,2.0953646033624554e-07
0,48,364,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4169961557,2504041092,241,1665920224,8054,0.6004950064339406,5.7794297790453224e-08,0.3995049357717616,off,abs,0,False,96571514574,19968,2.067690466291599e-07
0,49,350,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4162673527,2894537317,19,1268136191,6943,0.6953553523295559,4.564374284161824e-09,0.30464464310606987,off,abs,0,False,71629831923,15107,2.109037477044423e-07
0,50,305,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4306976588,1957416311,1,2349560276,6116,0.4544757258383314,2.321814339056723e-10,0.5455242739294872,off,abs,0,False,56238520076,11943,2.1236334071132003e-07
0,51,361,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4027399536,2390000629,12,1637398895,7699,0.593435195002714,2.9795901530838336e-09,0.4065648020176958,off,abs,0,False,92371692861,18921,2.048354795063909e-07
0,52,365,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4109976254,2339505195,6,1770471053,7973,0.5692259639512749,1.4598624491225588e-09,0.4307740345888626,off,abs,0,False,94301997413,19534,2.0714301431442577e-07
0,53,363,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4166385165,2393467445,1,1772917719,8060,0.5744709982904329,2.4001621559153186e-10,0.42552900146955086,off,abs,0,False,95854547131,19763,2.0617696907994167e-07
0,54,361,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4159617448,2411575190,14,1748042244,8152,0.579758888923672,3.3656941233216984e-09,0.4202411077106339,off,abs,0,False,94868067607,19912,2.0989148933113465e-07
0,55,363,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4163867525,2394937252,13,1768930260,8102,0.5751713371332581,3.1220974063049714e-09,0.4248286597446445,off,abs,0,False,96149855140,19810,2.0603255169917254e-07
0,56,363,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4170715048,2354376280,4,1816338764,7984,0.5645018307182131,9.590681583289024e-10,0.43549816832271876,off,abs,0,False,96227322276,19782,2.0557570897859033e-07
0,57,361,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4152211942,2262321040,10,1889890892,7758,0.5448471974940435,2.408354905694744e-09,0.45515280009760156,off,abs,0,False,92942553160,19167,2.062241604984117e-07
0,58,362,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4161012968,2340580842,4,1820432122,7943,0.5625026550025403,9.613043820727645e-10,0.43749734403615537,off,abs,0,False,95967430694,19745,2.0574688576334347e-07
0,59,360,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4079533355,2348103297,10,1731430048,7925,0.575581345381597,2.451260752101388e-09,0.4244186521671423,off,abs,0,False,93983636134,19329,2.0566346222698912e-07
0,60,362,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4101688700,2445054435,12,1656634253,7777,0.5961092159431797,2.9256242678777646e-09,0.40389078113119603,off,abs,0,False,95075148620,19727,2.074885002688308e-07
0,61,369,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4016258555,2269349592,8,1746908955,7770,0.5650407116281885,1.9919036313138957e-09,0.4349592863799079,off,abs,0,False,90844024213,18847,2.0746549003388324e-07
0,62,363,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4009650827,2268155101,2,1741495724,7635,0.5656739698446565,4.987965501964643e-10,0.43432602965654693,off,abs,0,False,92692183250,19090,2.0595048396381364e-07
0,63,362,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4017305015,2269415693,25,1747889297,7940,0.5649099793334961,6.223077388113135e-09,0.4350900144434266,off,abs,0,False,93007360728,19433,2.0894045210928847e-07
0,64,362,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4144497480,2402451252,24,1742046204,7864,0.5796725088128175,5.790810614752744e-09,0.4203274853963719,off,abs,0,False,95921034883,19595,2.0428261667423694e-07
0,65,357,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4113377731,2575651280,2,1537726449,7245,0.6261645412695506,4.862184148387903e-10,0.373835458244231,off,abs,0,False,80843404227,16767,2.0740096437453303e-07
0,66,365,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4164094237,2335650076,19,1828444142,7916,0.5609023098580754,4.562817006199277e-09,0.4390976855791076,off,abs,0,False,96196148198,19644,2.0420776058067174e-07
0,67,360,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4132652461,2346765924,37,1785886500,7946,0.5678594912460024,8.953087720095126e-09,0.43214049980090985,off,abs,0,False,93370401286,19214,2.0578255780593882e-07
0,68,359,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4121793103,2299924760,31,1821868312,7861,0.5579913165282425,7.520998561872745e-09,0.4420086759507589,off,abs,0,False,94085511641,19349,2.0565334303361765e-07
0,69,360,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4143162331,2507801654,43,1635360634,7965,0.6052868446008277,1.0378545797799202e-08,0.39471314502062654,off,abs,0,False,93850168107,19388,2.0658460598488697e-07
0,70,361,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4089146718,2359606934,14,1729539770,7992,0.577041396830604,3.4236971587185784e-09,0.4229585997456988,off,abs,0,False,94616422507,19323,2.042245890090637e-07
0,71,364,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4073644218,2378855253,115,1694788850,7833,0.5839624487795659,2.8230251304680824e-08,0.41603752299018276,off,abs,0,False,91411726761,19082,2.0874783439865142e-07
0,72,362,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4063887899,2133236988,51,1930650860,7877,0.5249251556680304,1.254955876429307e-08,0.47507483178241083,off,abs,0,False,93548749254,19410,2.0748540365086773e-07
0,73,363,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4139679168,2283213160,3,1856466005,7791,0.5515435055086858,7.246938417813155e-10,0.44845649376662033,off,abs,0,False,94333712994,19366,2.0529245998439343e-07
0,74,365,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4047117917,2259441242,5,1787676670,7797,0.5582840155235339,1.235447076794427e-09,0.4417159832410191,off,abs,0,False,91417124599,19002,2.078603990592793e-07
0,75,348,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4183408273,2790301571,28,1393106674,6996,0.6669924111898892,6.693107192217861e-09,0.33300758211700365,off,abs,0,False,75631571294,15696,2.0753238008219453e-07
0,76,362,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4139449687,2417958556,2,1721491129,7925,0.5841256057764472,4.831560113608889e-10,0.41587439374039675,off,abs,0,False,94548212220,19360,2.0476325829357919e-07
0,77,356,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4132621564,2150594046,47,1982027471,7633,0.5203946242584142,1.1372926185505428e-08,0.47960536436865964,off,abs,0,False,88013663188,18245,2.072973597409313e-07
0,78,365,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4157805621,2341117216,69,1816688336,7969,0.563065575787291,1.6595292394502248e-08,0.4369344076174166,off,abs,0,False,94340062918,19450,2.0616903782336738e-07
0,79,364,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4125843431,2312711930,14,1813131487,7914,0.5605428244375859,3.393245583390147e-09,0.4394571721691685,off,abs,0,False,94521962355,19437,2.0563474895918542e-07
0,80,363,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4063464089,2205335416,43,1858128630,7932,0.5427229988250549,1.0582104100883565e-08,0.45727699059284094,off,abs,0,False,93740006831,19415,2.07115410552535e-07
0,81,365,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4058835220,2299292023,25,1759543172,7773,0.5664906058935795,6.159402548990397e-09,0.433509387947018,off,abs,0,False,93557203935,19094,2.0408904068216689e-07
0,82,363,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4000270135,2308882109,44,1691387982,7602,0.5771815480156317,1.0999257178915493e-08,0.4228184409851111,off,abs,0,False,92050003001,18846,2.0473654954465631e-07
0,83,365,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4026442300,2277867224,11,1748575065,7783,0.5657270250712397,2.731940303726692e-09,0.43427297219682,off,abs,0,False,92381233044,18968,2.0532308754707554e-07
0,84,363,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4160991034,2253907656,28,1907083350,7971,0.5416756819668744,6.729166146047505e-09,0.4583243113039594,off,abs,0,False,93173478476,19353,2.077093215424497e-07
0,85,352,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4133942997,2740754756,27,1393188214,7096,0.6629880378101402,6.53129470328785e-09,0.3370119556585652,off,abs,0,False,76996938425,16071,2.0872258467333988e-07
0,86,362,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4135575632,2416809772,81,1718765779,8023,0.5843950122201513,1.958614887205622e-08,0.4156049681936998,off,abs,0,False,94417975650,19533,2.0687797917217897e-07
0,87,336,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4125255541,2934837966,135,1190417440,6380,0.7114317978198674,3.272524542013578e-08,0.2885681694548871,off,abs,0,False,67734254925,14016,2.069263183823233e-07
0,88,363,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4060730425,2360703848,12,1700026565,7907,0.5813495605288794,2.95513337357281e-09,0.41865043651598716,off,abs,0,False,93972338100,19307,2.0545407712910785e-07
0,89,362,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4143390853,2397524571,19,1745866263,7947,0.5786382834880482,4.585616147277815e-09,0.4213617119263356,off,abs,0,False,94589309540,19571,2.0690498847254827e-07
0,90,365,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4165483148,2494567865,127,1670915156,7869,0.5988663922929883,3.048866013561412e-08,0.4011335772183515,off,abs,0,False,95331522371,19587,2.054619449354183e-07
0,91,348,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4217068703,1230284078,40,2986784585,6921,0.2917391592706997,9.485261639570685e-09,0.7082608312440387,off,abs,0,False,73853812781,15392,2.0841171796562712e-07
0,92,367,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4054906564,2380414850,5,1674491709,7863,0.5870455489982531,1.233074035389783e-09,0.4129544497686729,off,abs,0,False,93986809535,19476,2.072205674004423e-07
0,93,360,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4027550701,2293010628,57,1734540016,7874,0.5693312879787382,1.4152522024327957e-08,0.43066869786873974,off,abs,0,False,92512180040,19201,2.0755104886403022e-07
0,94,361,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4173222000,2453251654,7,1719970339,7650,0.5878555356029466,1.6773610414207536e-09,0.41214446271969235,off,abs,0,False,90259291946,18580,2.058513821614729e-07
0,95,363,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4084962236,2279474536,4,1805487696,7860,0.5580160609347675,9.79201218740471e-10,0.4419839380860313,off,abs,0,False,94496434303,19504,2.063993223009982e-07
0,96,360,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4034031625,2316223350,11,1717808264,7837,0.5741708457726828,2.7268006358279356e-09,0.42582915150051653,off,abs,0,False,93211650881,19524,2.0945879421152617e-07
0,97,355,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4102171494,2169643578,108,1932527808,7412,0.5289012371065928,2.6327519499846634e-08,0.4710987365658877,off,abs,0,False,85993415854,17714,2.0599251493945662e-07
0,98,359,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4124124999,2429826867,32,1694298100,7844,0.5891739138821384,7.759221654959349e-09,0.41082607835864,off,abs,0,False,95480971641,19698,2.063028859201678e-07
0,99,361,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4041210403,2128291066,4,1912919333,7826,0.5266469334088765,9.89802460428834e-10,0.473353065601321,off,abs,0,False,92406702767,19118,2.068897539630357e-07
1,0,1566,relapsed,1000,0.01674503385000483,3.034522445620537e-08,0.0031070544580226794,1.4038681718988534e-10,4.821041712543389e-06,0.37683087527878495,4034431126,12228464,4022202659,3,1067,0.003031025593966231,0.9969689736624345,7.435992600459627e-10,off,abs,0,False,386279007592,8113,2.1002953410735707e-08
1,1,1508,relapsed,1000,0.01674503385000483,3.034522445620537e-08,0.0031070544580226794,1.4038681718988534e-10,4.821041712543389e-06,0.37683087527878495,4023449187,10303785,4013145387,15,1109,0.0025609332990440474,0.9974390629728115,3.728144510552259e-09,off,abs,0,False,385971919048,8110,2.1011891279560754e-08
1,2,1504,relapsed,1000,0.01674503385000483,3.034522445620537e-08,0.0031070544580226794,1.4038681718988534e-10,4.821041712543389e-06,0.37683087527878495,4039325007,20251339,4019073571,97,1116,0.00501354532376206,0.9949864306623247,2.401391317408295e-08,off,abs,0,False,387680550588,8147,2.101472459127326e-08
1,3,1548,relapsed,1000,0.01674503385000483,3.034522445620537e-08,0.0031070544580226794,1.4038681718988534e-10,4.821041712543389e-06,0.37683087527878495,4009713096,14317368,3995395701,27,1136,0.003570671431400587,0.9964293218349506,6.733648855558917e-09,off,abs,0,False,384767589170,8195,2.1298571477077408e-08
1,4,1522,relapsed,1000,0.01674503385000483,3.034522445620537e-08,0.0031070544580226794,1.4038681718988534e-10,4.821041712543389e-06,0.37683087527878495,4021331855,10273572,4011058181,102,1094,0.002554768512135142,0.997445206123134,2.5364730810061434e-08,off,abs,0,False,383326770477,8120,2.11829713586028e-08
1,5,1537,relapsed,1000,0.01674503385000483,3.034522445620537e-08,0.0031070544580226794,1.4038681718988534e-10,4.821041712543389e-06,0.37683087527878495,4029512857,14833292,4014679246,319,1085,0.003681162593694635,0.9963187582404083,7.916589705026966e-08,off,abs,0,False,386193329939,8199,2.123029934591322e-08
1,6,1529,relapsed,1000,0.01674503385000483,3.034522445620537e-08,0.0031070544580226794,1.4038681718988534e-10,4.821041712543389e-06,0.37683087527878495,4011488423,16765053,3994723267,103,1067,0.004179259973399654,0.9958207143503452,2.5676255080145847e-08,off,abs,0,False,384711373604,8205,2.1327677222368165e-08
1,7,1547,relapsed,1000,0.01674503385000483,3.034522445620537e-08,0.0031070544580226794,1.4038681718988534e-10,4.821041712543389e-06,0.37683087527878495,4008241347,13940875,3994300362,110,1074,0.0034780527900182853,0.9965219197665245,2.744345723650857e-08,off,abs,0,False,384459776471,8067,2.098268920106002e-08
1,8,1512,relapsed,1000,0.01674503385000483,3.034522445620537e-08,0.0031070544580226794,1.4038681718988534e-10,4.821041712543389e-06,0.37683087527878495,4019221622,12814257,4006407136,229,1017,0.003188243447402513,0.9968116995763913,5.697620622523612e-08,off,abs,0,False,385574298012,8040,2.0852012287784223e-08
1,9,1523,relapsed,1000,0.01674503385000483,3.034522445620537e-08,0.0031070544580226794,1.4038681718988534e-10,4.821041712543389e-06,0.37683087527878495,4021000019,14142864,4006857153,2,1073,0.0035172504185954343,0.9964827490840159,4.97388706926042e-10,off,abs,0,False,385178449392,8103,2.1037002492716034e-08
1,10,1515,relapsed,1000,0.01674503385000483,3.034522445620537e-08,0.0031070544580226794,1.4038681718988534e-10,4.821041712543389e-06,0.37683087527878495,4039821502,13364452,4026457012,38,1015,0.0033081788374520115,0.9966918117561918,9.406356192021674e-09,off,abs,0,False,374507006466,7890,2.1067696635246533e-08
1,11,1503,relapsed,1000,0.01674503385000483,3.034522445620537e-08,0.0031070544580226794,1.4038681718988534e-10,4.821041712543389e-06,0.37683087527878495,4032373750,14399609,4017974094,47,1063,0.00357100057999336,0.9964289877643411,1.1655665598953967e-08,off,abs,0,False,386484729123,8021,2.0753730731356505e-08
1,12,1539,relapsed,1000,0.01674503385000483,3.034522445620537e-08,0.0031070544580226794,1.4038681718988534e-10,4.821041712543389e-06,0.37683087527878495,4012764098,15566706,3997197332,60,1077,0.0038792975664227545,0.9961206874812903,1.495228688621506e-08,off,abs,0,False,384658135489,7998,2.0792488867634302e-08
1,13,1514,relapsed,1000,0.01674503385000483,3.034522445620537e-08,0.0031070544580226794,1.4038681718988534e-10,4.821041712543389e-06,0.37683087527878495,4032716179,15338612,4017376076,1491,1068,0.0038035436463082664,0.9961960866276972,3.697259945453751e-07,off,abs,0,False,378774586161,8040,2.1226344886249995e-08
