condition_index,replicate_number,final_generation,final_state,initial_size,s,m,q,r,l,idle,final_total_cells,final_sensitive,final_transient,final_resistant,final_n_clones,fraction_sensitive,fraction_transient,fraction_resistant,treatment_schedule,drug_type,doses_given,treatment_active_at_end,total_cell_events,total_driver_mutations,mutation_rate
0,10,360,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4082778581,2386174466,4,1696604111,7979,0.584448658838499,9.79724939925661e-10,0.4155513401817761,off,abs,0,False,94661011802,19586,2.069067256640731e-07
0,11,360,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4001590661,2549925905,10,1451664746,7506,0.6372280727891273,2.4990062320619756e-09,0.3627719247118665,off,abs,0,False,86299069635,17874,2.0711694894971275e-07
0,12,363,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4058870467,2375459545,30,1683410892,7813,0.5852513807260654,7.391218873307296e-09,0.41474861188271567,off,abs,0,False,92668019869,19155,2.0670561459151103e-07
0,13,365,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4067816243,2357152089,3,1710664151,7722,0.5794637584862016,7.374964405441064e-10,0.420536240776302,off,abs,0,False,93839571440,19247,2.0510536977789078e-07
0,14,357,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4176103409,2433018951,11,1743084447,7650,0.582605053734195,2.634034391077024e-09,0.4173949436317706,off,abs,0,False,89486923121,18335,2.048902717909775e-07
0,15,362,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4087561156,2368469119,6,1719092031,7884,0.5794333169849704,1.467867946438622e-09,0.42056668154716165,off,abs,0,False,93343700564,19263,2.0636636306048903e-07
0,16,332,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4225401780,2979418299,29,1245983452,6541,0.7051207090181137,6.863252658543633e-09,0.29487928411863357,off,abs,0,False,65505867094,13888,2.1201154363884558e-07
0,17,342,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4052380371,2625448240,6,1426932125,6318,0.6478780370146058,1.480611258246567e-09,0.3521219615047829,off,abs,0,False,69807917776,14149,2.0268474480790822e-07
0,18,356,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4076090433,2292665093,15,1783425325,7816,0.5624666897570768,3.679996861345397e-09,0.43753330656292627,off,abs,0,False,91112349998,18844,2.0682157797942478e-07
0,19,345,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4259376290,949788569,0,3309587721,6683,0.22298771095427214,0.0,0.7770122890457278,off,abs,0,False,68417077053,14376,2.1012297834447798e-07
0,20,361,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4026684080,2350429351,18,1676254711,7731,0.583713374156733,4.4701793441913125e-09,0.4162866213730877,off,abs,0,False,90850730653,18764,2.0653658881036627e-07
0,21,361,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4072401587,2300600642,13,1771800932,7749,0.5649247975307795,3.192219559460652e-09,0.43507519927700095,off,abs,0,False,92100390117,18987,2.0615547855855777e-07
0,22,362,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4008698721,2267177234,56,1741521431,7747,0.5655643867979272,1.3969620542107085e-08,0.4344355992324523,off,abs,0,False,90038554162,18745,2.081885940357666e-07
0,23,362,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4165251372,2376763510,20,1788487842,8002,0.5706170643090781,4.801630973449926e-09,0.42938293088929086,off,abs,0,False,93337968042,19458,2.0846821939860887e-07
0,24,363,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4038913711,2289047728,8,1749865975,7903,0.5667483615125939,1.9807306054130255e-09,0.43325163650667553,off,abs,0,False,93295171403,19521,2.0923912466677008e-07
0,25,349,relapsed,1000,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,4189669482,1587647881,4,2602021597,7201,0.37894346745512564,9.547292494515681e-10,0.6210565315901452,off,abs,0,False,78981134679,16345,2.0694815371329315e-07
