point_id,s,m,q,r,l,idle,n_replicates,n_successful,burr_c,burr_d,burr_loc,burr_scale,ks_pvalue,elapsed_time,success
0,0.08367667124800508,2.7174917484117185e-07,2.5919757618977125e-10,0.0017225997780508594,2.5563492872753744e-11,0.4756094412090811,100,100,14.432566181457211,1.0442810200676744,0,0.4218358823361761,0.04083538215462301,40.173434257507324,True
1,0.01674503385000483,3.034522445620537e-08,0.0031070544580226794,1.4038681718988534e-10,4.821041712543389e-06,0.37683087527878495,100,100,1628.8563634247957,41.98403837873255,0,0.999203723270992,0.8184266763546717,40.173434257507324,True
2,0.06848784292355799,9.475142670452575e-07,1.1232168515525427e-09,0.00012523986049887384,8.921478759546227e-05,0.2984045685973956,100,100,9.054665190279202,0.41425584370593915,0,0.019534951365915862,0.5958373442342663,40.173434257507324,True
3,0.0041422554955923,6.386315061228744e-08,0.00020363879427640766,2.190096818724012e-07,3.2597619720281826e-07,0.20267197196694506,100,100,20.944720218594064,0.29481235336832673,0,0.4590721181737729,0.899789156625716,40.173434257507324,True
4,0.003327833967353066,1.0490693382045883e-07,4.364912561882315e-06,0.009556267661355871,0.0030239160392953814,0.3579237761689386,100,100,11607407.868773427,1759011.4853026648,0,1.0000012153101339,3.544071481366863e-55,40.173434257507324,True
