K,Id,Parent,ParentType,N,Ns,Nr,Nq,T
2733,33613,240,Q,1002,0,0,1002,2902
2734,33654,240,Q,1504,0,0,1504,2902
2735,33685,66,Q,7256,1,0,7255,2902
2735,33689,66,Q,1729,0,0,1729,2902
2735,33691,240,Q,5056,1,0,5055,2902
2735,33695,240,Q,2877,2,0,2875,2902
2736,33723,66,Q,11390,3,0,11387,2902
2736,33747,240,Q,25066,9,0,25057,2902
2737,33769,66,Q,2728,0,0,2728,2902
2737,33777,66,Q,8907,0,0,8907,2902
2737,33789,240,Q,1155,2,0,1153,2902
2738,33819,66,Q,10868,8,0,10860,2902
2738,33834,240,Q,9203,7,0,9196,2902
2739,33844,0,Q,391,0,0,391,2902
2739,33847,0,Q,219,0,0,219,2902
2739,33854,0,Q,683,0,0,683,2902
2739,33875,240,Q,1158,0,0,1158,2902
2739,33883,240,Q,532,0,0,532,2902
2740,33922,66,Q,1286,0,0,1286,2902
2740,33927,66,Q,4394,1,0,4393,2902
2741,33956,66,Q,4745,2,0,4743,2902
2741,33993,240,Q,973,1,0,972,2902
2742,34009,0,Q,781,0,0,781,2902
2742,34012,0,Q,384,2,0,382,2902
2742,34018,0,Q,264,0,0,264,2902
2742,34020,66,Q,3995,4,0,3991,2902
2742,34032,66,Q,1072,4,0,1068,2902
2742,34043,240,Q,4080,2,0,4078,2902
2743,34059,0,Q,173,0,0,173,2902
2743,34067,0,Q,437,2,0,435,2902
2744,34141,240,Q,234,0,0,234,2902
2745,34156,0,Q,371,0,0,371,2902
2745,34161,0,Q,27,0,0,27,2902
2745,34170,0,Q,260,0,0,260,2902
2745,34194,240,Q,1152,2,0,1150,2902
2745,34204,240,Q,2672,2,0,2670,2902
2746,34218,0,Q,434,0,0,434,2902
2746,34235,240,Q,2840,0,0,2840,2902
2746,34243,240,Q,2339,0,0,2339,2902
2747,34256,0,Q,651,0,0,651,2902
2747,34285,66,Q,2068,1,0,2067,2902
2747,34309,240,Q,4050,1,0,4049,2902
2747,34311,240,Q,5525,4,0,5521,2902
2747,34312,240,Q,912,2,0,910,2902
2748,34340,240,Q,2478,2,0,2476,2902
2749,34397,66,Q,3562,1,0,3561,2902
2750,34471,240,Q,185,2,0,183,2902
2750,34475,240,Q,7087,8,0,7079,2902
2750,34481,240,Q,530,0,0,530,2902
2750,34484,240,Q,1837,0,0,1837,2902
2750,34488,240,Q,1926,1,0,1925,2902
2751,34546,240,Q,819,0,0,819,2902
2752,34552,0,Q,14,0,0,14,2902
2752,34557,0,Q,743,1,0,742,2902
2752,34563,0,Q,439,0,0,439,2902
2752,34582,66,Q,2376,0,0,2376,2902
2752,34585,240,Q,6729,8,0,6721,2902
2752,34595,240,Q,2501,2,0,2499,2902
2752,34603,240,Q,6616,7,0,6609,2902
2752,34608,240,Q,1421,0,0,1421,2902
2753,34658,66,Q,746,1,0,745,2902
2754,34715,66,Q,6895,1,0,6894,2902
2754,34726,240,Q,1907,0,0,1907,2902
2754,34750,240,Q,2523,0,0,2523,2902
2755,34758,0,Q,15,0,0,15,2902
2755,34763,0,Q,167,0,0,167,2902
2755,34770,0,Q,17,0,0,17,2902
2755,34797,240,Q,227,0,0,227,2902
2756,34834,0,Q,242,0,0,242,2902
2756,34873,240,Q,274,1,0,273,2902
2757,34904,0,Q,219,0,0,219,2902
2757,34922,66,Q,987,0,0,987,2902
2757,34940,240,Q,1348,0,0,1348,2902
2757,34941,240,Q,3102,0,0,3102,2902
2757,34943,240,Q,1776,0,0,1776,2902
2758,34971,0,Q,192,2,0,190,2902
2758,34986,66,Q,546,0,0,546,2902
2758,34995,240,Q,1384,2,0,1382,2902
2758,35002,240,Q,52,0,0,52,2902
2758,35004,240,Q,2309,3,0,2306,2902
2758,35021,240,Q,584,0,0,584,2902
2758,35022,240,Q,614,0,0,614,2902
2759,35059,66,Q,3184,2,0,3182,2902
2759,35074,240,Q,1713,1,0,1712,2902
2759,35078,240,Q,1082,3,0,1079,2902
2759,35081,240,Q,589,1,0,588,2902
2760,35082,0,Q,36,0,0,36,2902
2760,35091,0,Q,443,0,0,443,2902
2760,35108,66,Q,1996,1,0,1995,2902
2760,35119,240,Q,974,2,0,972,2902
2760,35120,240,Q,309,0,0,309,2902
2760,35121,240,Q,899,0,0,899,2902
2760,35130,240,Q,225,0,0,225,2902
2761,35159,0,Q,469,0,0,469,2902
2761,35161,0,Q,1261,1,0,1260,2902
2761,35171,0,Q,430,0,0,430,2902
2761,35183,66,Q,508,1,0,507,2902
2761,35205,240,Q,574,0,0,574,2902
2761,35222,240,Q,494,0,0,494,2902
2762,35260,66,Q,26,0,0,26,2902
2762,35274,240,Q,543,0,0,543,2902
2762,35286,240,Q,2166,0,0,2166,2902
2762,35288,240,Q,263,0,0,263,2902
2763,35299,0,Q,615,0,0,615,2902
2764,35366,0,Q,293,0,0,293,2902
2764,35370,0,Q,400,0,0,400,2902
2764,35427,240,Q,2638,3,0,2635,2902
2764,35430,240,Q,219,0,0,219,2902
2765,35452,0,Q,209,0,0,209,2902
2765,35453,0,Q,304,0,0,304,2902
2765,35462,0,Q,1479,0,0,1479,2902
2765,35473,66,Q,146,0,0,146,2902
2765,35488,66,Q,253,0,0,253,2902
2765,35490,66,Q,2995,1,0,2994,2902
2765,35500,240,Q,2086,2,0,2084,2902
2765,35516,240,Q,183,0,0,183,2902
2766,35543,0,Q,254,1,0,253,2902
2766,35555,66,Q,6,0,0,6,2902
2766,35562,66,Q,136,0,0,136,2902
2766,35569,66,Q,1587,0,0,1587,2902
2766,35599,240,Q,3192,3,0,3189,2902
2767,35647,0,Q,228,0,0,228,2902
2767,35660,66,Q,1999,0,0,1999,2902
2768,35720,0,Q,13,0,0,13,2902
2768,35749,66,Q,956,0,0,956,2902
2768,35768,240,Q,1621,0,0,1621,2902
2768,35786,240,Q,2005,0,0,2005,2902
2768,35789,240,Q,2452,0,0,2452,2902
2769,35815,0,Q,123,0,0,123,2902
2769,35826,0,Q,37,0,0,37,2902
2769,35844,66,Q,2420,1,0,2419,2902
2769,35848,66,Q,662,0,0,662,2902
2769,35876,240,Q,159,0,0,159,2902
2770,35904,66,Q,248,0,0,248,2902
2770,35913,240,Q,202,0,0,202,2902
2771,35947,0,Q,68,0,0,68,2902
2771,35953,0,Q,571,2,0,569,2902
2771,35986,66,Q,82,1,0,81,2902
2771,35987,66,Q,1423,1,0,1422,2902
2771,36011,240,Q,120,0,0,120,2902
2771,36015,240,Q,273,0,0,273,2902
2772,36056,66,Q,740,0,0,740,2902
2772,36060,66,Q,2138,0,0,2138,2902
2772,36070,66,Q,173,0,0,173,2902
2772,36091,240,Q,1612,4,0,1608,2902
2773,36152,66,Q,283,0,0,283,2902
2773,36167,66,Q,556,0,0,556,2902
2773,36168,66,Q,300,0,0,300,2902
2773,36184,240,Q,877,0,0,877,2902
2773,36192,240,Q,391,0,0,391,2902
2774,36210,0,Q,25,0,0,25,2902
2774,36256,66,Q,777,0,0,777,2902
2774,36262,240,Q,943,0,0,943,2902
2774,36265,240,Q,181,0,0,181,2902
2774,36280,240,Q,384,0,0,384,2902
2775,36296,0,Q,192,0,0,192,2902
2775,36300,0,Q,184,0,0,184,2902
2775,36351,240,Q,1056,1,0,1055,2902
2775,36356,240,Q,588,0,0,588,2902
2775,36361,240,Q,1477,0,0,1477,2902
2776,36387,0,Q,336,0,0,336,2902
2776,36446,240,Q,133,0,0,133,2902
2776,36447,240,Q,1894,0,0,1894,2902
2777,36486,0,Q,461,0,0,461,2902
2777,36516,240,Q,1302,0,0,1302,2902
2777,36528,240,Q,662,0,0,662,2902
2777,36555,240,Q,114,0,0,114,2902
2778,36570,0,Q,284,0,0,284,2902
2778,36581,0,Q,24,0,0,24,2902
2778,36590,66,Q,138,0,0,138,2902
2778,36591,66,Q,318,0,0,318,2902
2778,36614,66,Q,168,0,0,168,2902
2778,36625,66,Q,418,0,0,418,2902
2779,36672,0,Q,178,0,0,178,2902
2779,36701,66,Q,124,0,0,124,2902
2779,36720,66,Q,726,0,0,726,2902
2780,36787,0,Q,739,0,0,739,2902
2780,36795,66,Q,998,0,0,998,2902
2780,36813,66,Q,187,0,0,187,2902
2780,36817,240,Q,987,1,0,986,2902
2780,36831,240,Q,1355,0,0,1355,2902
2780,36858,240,Q,1293,1,0,1292,2902
2781,36902,66,Q,199,0,0,199,2902
2781,36923,66,Q,386,0,0,386,2902
2781,36926,66,Q,1007,0,0,1007,2902
2781,36929,240,Q,819,1,0,818,2902
2781,36938,240,Q,1606,0,0,1606,2902
2781,36950,240,Q,527,1,0,526,2902
2782,36995,0,Q,588,0,0,588,2902
2782,37028,66,Q,1090,1,0,1089,2902
2782,37033,66,Q,432,0,0,432,2902
2782,37042,240,Q,994,1,0,993,2902
2782,37044,240,Q,424,0,0,424,2902
2782,37052,240,Q,929,0,0,929,2902
2782,37067,240,Q,203,0,0,203,2902
2783,37109,66,Q,1119,1,0,1118,2902
2783,37142,66,Q,256,0,0,256,2902
2784,37189,0,Q,125,0,0,125,2902
2784,37191,0,Q,414,0,0,414,2902
2784,37202,0,Q,40,0,0,40,2902
2784,37204,0,Q,393,0,0,393,2902
2784,37215,66,Q,353,1,0,352,2902
2784,37225,66,Q,292,0,0,292,2902
2784,37243,66,Q,305,0,0,305,2902
2784,37274,240,Q,930,0,0,930,2902
2784,37293,240,Q,519,0,0,519,2902
2785,37320,0,Q,59,0,0,59,2902
2785,37327,0,Q,531,0,0,531,2902
2785,37338,66,Q,332,0,0,332,2902
2785,37355,66,Q,2001,1,0,2000,2902
2785,37383,240,Q,771,1,0,770,2902
2785,37404,240,Q,865,0,0,865,2902
2786,37443,66,Q,460,0,0,460,2902
2786,37447,66,Q,1303,0,0,1303,2902
2786,37469,240,Q,998,0,0,998,2902
2786,37471,240,Q,51,0,0,51,2902
2786,37473,240,Q,47,0,0,47,2902
2786,37480,240,Q,1555,2,0,1553,2902
2786,37502,240,Q,679,0,0,679,2902
2786,37511,240,Q,1375,0,0,1375,2902
2787,37519,0,Q,299,0,0,299,2902
2787,37535,0,Q,126,0,0,126,2902
2787,37588,240,Q,362,0,0,362,2902
2787,37597,240,Q,1795,3,0,1792,2902
2787,37603,240,Q,624,1,0,623,2902
2788,37680,66,Q,568,0,0,568,2902
2788,37687,66,Q,1173,0,0,1173,2902
2788,37723,240,Q,1145,0,0,1145,2902
2788,37728,240,Q,119,0,0,119,2902
2788,37733,240,Q,755,0,0,755,2902
2788,37736,240,Q,183,0,0,183,2902
2789,37739,0,Q,67,0,0,67,2902
2789,37743,0,Q,81,0,0,81,2902
2789,37747,0,Q,511,0,0,511,2902
2789,37772,0,Q,4,0,0,4,2902
2789,37811,66,Q,454,0,0,454,2902
2789,37847,240,Q,187,0,0,187,2902
2789,37865,240,Q,1344,1,0,1343,2902
2789,37866,240,Q,186,0,0,186,2902
2789,37880,240,Q,281,0,0,281,2902
2790,37890,0,Q,473,0,0,473,2902
2790,37920,0,Q,669,0,0,669,2902
2790,37930,66,Q,184,0,0,184,2902
2790,37932,66,Q,364,0,0,364,2902
2790,37936,66,Q,669,0,0,669,2902
2790,37937,66,Q,84,0,0,84,2902
2790,37958,66,Q,357,0,0,357,2902
2790,37973,240,Q,2233,0,0,2233,2902
2790,37979,240,Q,1612,2,0,1610,2902
2790,37991,240,Q,97,0,0,97,2902
2790,37992,240,Q,1458,2,0,1456,2902
2791,38030,0,Q,86,0,0,86,2902
2791,38069,66,Q,178,0,0,178,2902
2791,38077,66,Q,42,0,0,42,2902
2791,38105,240,Q,468,0,0,468,2902
2791,38124,240,Q,869,2,0,867,2902
2791,38136,240,Q,48,0,0,48,2902
2791,38148,240,Q,215,0,0,215,2902
2791,38149,240,Q,239,0,0,239,2902
2791,38151,240,Q,277,0,0,277,2902
2791,38155,240,Q,382,0,0,382,2902
2792,38185,0,Q,226,0,0,226,2902
2792,38190,0,Q,769,2,0,767,2902
2792,38191,0,Q,102,0,0,102,2902
2792,38193,66,Q,76,0,0,76,2902
2792,38260,240,Q,675,2,0,673,2902
2792,38263,240,Q,445,0,0,445,2902
2792,38265,240,Q,1169,0,0,1169,2902
2792,38278,31146,Q,391,1,0,390,2902
2793,38280,0,Q,79,0,0,79,2902
2793,38281,0,Q,271,0,0,271,2902
2793,38304,0,Q,311,1,0,310,2902
2793,38311,0,Q,204,1,0,203,2902
2793,38324,66,Q,1311,1,0,1310,2902
2793,38325,66,Q,327,0,0,327,2902
2793,38341,66,Q,454,0,0,454,2902
2793,38351,66,Q,228,0,0,228,2902
2793,38382,240,Q,366,0,0,366,2902
2794,38479,66,Q,1708,0,0,1708,2902
2795,38603,66,Q,248,0,0,248,2902
2795,38606,66,Q,1119,1,0,1118,2902
2795,38657,240,Q,678,2,0,676,2902
2795,38666,240,Q,75,0,0,75,2902
2796,38671,0,Q,243,4,0,239,2902
2796,38695,0,Q,332,0,0,332,2902
2796,38725,66,Q,634,0,0,634,2902
2796,38747,240,Q,690,1,0,689,2902
2797,38864,66,Q,299,0,0,299,2902
2797,38865,66,Q,21,0,0,21,2902
2797,38870,66,Q,526,0,0,526,2902
2797,38872,66,Q,130,0,0,130,2902
2797,38891,240,Q,956,0,0,956,2902
2797,38892,240,Q,1203,0,0,1203,2902
2797,38895,240,Q,295,0,0,295,2902
2797,38909,240,Q,226,0,0,226,2902
2797,38924,240,Q,466,1,0,465,2902
2797,38932,240,Q,3,0,0,3,2902
2798,38978,66,Q,1405,1,0,1404,2902
2798,39029,66,Q,170,1,0,169,2902
2798,39051,240,Q,561,0,0,561,2902
2798,39055,240,Q,266,0,0,266,2902
2798,39057,240,Q,57,0,0,57,2902
2799,39090,0,Q,58,0,0,58,2902
2799,39091,0,Q,20,0,0,20,2902
2799,39096,0,Q,106,1,0,105,2902
2799,39108,0,Q,241,0,0,241,2902
2799,39140,66,Q,1224,0,0,1224,2902
2799,39146,66,Q,1,0,0,1,2902
2799,39150,66,Q,201,0,0,201,2902
2799,39161,66,Q,126,0,0,126,2902
2799,39178,240,Q,215,1,0,214,2902
2799,39180,240,Q,738,0,0,738,2902
2799,39190,240,Q,342,0,0,342,2902
2800,39230,0,Q,122,0,0,122,2902
2800,39248,0,Q,156,0,0,156,2902
2800,39253,0,Q,73,0,0,73,2902
2800,39265,0,Q,95,0,0,95,2902
2800,39266,0,Q,327,0,0,327,2902
2800,39275,66,Q,1020,1,0,1019,2902
2800,39288,66,Q,813,3,0,810,2902
2800,39303,66,Q,388,2,0,386,2902
2800,39309,66,Q,138,0,0,138,2902
2800,39311,66,Q,136,0,0,136,2902
2800,39330,240,Q,855,0,0,855,2902
2800,39356,240,Q,538,1,0,537,2902
2801,39381,0,Q,173,0,0,173,2902
2801,39401,0,Q,117,0,0,117,2902
2801,39457,66,Q,55,0,0,55,2902
2801,39490,240,Q,36,0,0,36,2902
2801,39510,240,Q,412,1,0,411,2902
2801,39512,240,Q,160,0,0,160,2902
2802,39595,66,Q,119,0,0,119,2902
2802,39632,66,Q,406,0,0,406,2902
2802,39659,66,Q,186,0,0,186,2902
2802,39675,240,Q,10,0,0,10,2902
2802,39683,240,Q,1001,1,0,1000,2902
2802,39692,240,Q,350,0,0,350,2902
2802,39699,240,Q,375,0,0,375,2902
2802,39700,240,Q,362,0,0,362,2902
2803,39790,66,Q,207,0,0,207,2902
2803,39808,66,Q,2,0,0,2,2902
2803,39813,240,Q,229,0,0,229,2902
2803,39839,240,Q,672,0,0,672,2902
2803,39849,240,Q,310,0,0,310,2902
2803,39870,240,Q,1319,0,0,1319,2902
2803,39878,240,Q,268,0,0,268,2902
2803,39884,240,Q,42,0,0,42,2902
2803,39885,240,Q,104,0,0,104,2902
2804,39936,66,Q,114,0,0,114,2902
2804,39940,66,Q,14,0,0,14,2902
2804,39976,66,Q,543,0,0,543,2902
2804,39986,240,Q,65,0,0,65,2902
2804,39996,240,Q,391,0,0,391,2902
2804,40017,240,Q,281,0,0,281,2902
2804,40023,240,Q,77,0,0,77,2902
2805,40064,66,Q,37,0,0,37,2902
2805,40087,66,Q,132,0,0,132,2902
2805,40105,66,Q,3,0,0,3,2902
2805,40132,240,Q,458,0,0,458,2902
2805,40165,240,Q,345,0,0,345,2902
2805,40166,240,Q,366,0,0,366,2902
2806,40200,0,Q,155,0,0,155,2902
2806,40201,0,Q,69,0,0,69,2902
2806,40214,0,Q,410,0,0,410,2902
2806,40217,0,Q,23,0,0,23,2902
2806,40245,66,Q,64,0,0,64,2902
2806,40261,66,Q,29,0,0,29,2902
2806,40278,66,Q,357,0,0,357,2902
2806,40307,240,Q,1062,0,0,1062,2902
2806,40308,240,Q,658,2,0,656,2902
2806,40314,240,Q,134,0,0,134,2902
2806,40347,240,Q,147,0,0,147,2902
2807,40370,0,Q,148,0,0,148,2902
2807,40371,0,Q,103,0,0,103,2902
2807,40380,0,Q,52,0,0,52,2902
2807,40389,0,Q,97,0,0,97,2902
2807,40417,66,Q,77,0,0,77,2902
2807,40441,66,Q,40,0,0,40,2902
2807,40503,240,Q,286,0,0,286,2902
2808,40541,0,Q,157,0,0,157,2902
2808,40580,66,Q,192,0,0,192,2902
2808,40588,66,Q,213,0,0,213,2902
2808,40613,240,Q,54,0,0,54,2902
2808,40623,240,Q,46,0,0,46,2902
2808,40624,240,Q,511,0,0,511,2902
2808,40651,240,Q,536,0,0,536,2902
2808,40654,240,Q,67,0,0,67,2902
2809,40678,0,Q,51,0,0,51,2902
2809,40681,0,Q,272,0,0,272,2902
2809,40691,0,Q,29,0,0,29,2902
2809,40710,0,Q,584,0,0,584,2902
2809,40717,0,Q,149,0,0,149,2902
2809,40746,66,Q,8,0,0,8,2902
2809,40774,66,Q,596,0,0,596,2902
2809,40806,240,Q,92,0,0,92,2902
2809,40813,240,Q,10,0,0,10,2902
2809,40815,240,Q,29,0,0,29,2902
2809,40818,240,Q,272,0,0,272,2902
2809,40827,240,Q,20,0,0,20,2902
2809,40839,240,Q,16,0,0,16,2902
2809,40841,240,Q,39,0,0,39,2902
2809,40845,240,Q,653,0,0,653,2902
2809,40848,240,Q,107,0,0,107,2902
2810,40876,0,Q,8,0,0,8,2902
2810,40890,0,Q,89,0,0,89,2902
2810,40899,66,Q,64,0,0,64,2902
2810,40902,66,Q,100,0,0,100,2902
2810,40923,66,Q,589,0,0,589,2902
2810,40925,66,Q,451,0,0,451,2902
2810,40930,66,Q,455,1,0,454,2902
2810,40942,66,Q,290,0,0,290,2902
2810,40982,240,Q,927,1,0,926,2902
2810,41000,240,Q,88,2,0,86,2902
2810,41008,240,Q,147,0,0,147,2902
2810,41018,240,Q,147,0,0,147,2902
2811,41038,0,Q,83,0,0,83,2902
2811,41066,66,Q,62,0,0,62,2902
2811,41076,66,Q,398,0,0,398,2902
2811,41106,66,Q,111,0,0,111,2902
2811,41116,66,Q,378,1,0,377,2902
2811,41132,66,Q,30,0,0,30,2902
2811,41138,240,Q,68,0,0,68,2902
2811,41145,240,Q,142,0,0,142,2902
2811,41178,240,Q,80,0,0,80,2902
2811,41182,240,Q,446,1,0,445,2902
2811,41186,240,Q,142,0,0,142,2902
2811,41189,240,Q,382,0,0,382,2902
2812,41255,0,Q,52,0,0,52,2902
2812,41258,0,Q,150,0,0,150,2902
2812,41265,66,Q,91,0,0,91,2902
2812,41266,66,Q,292,0,0,292,2902
2812,41331,240,Q,157,0,0,157,2902
2812,41345,240,Q,104,0,0,104,2902
2812,41369,240,Q,346,1,0,345,2902
2812,41371,240,Q,91,0,0,91,2902
2812,41386,240,Q,411,0,0,411,2902
2812,41392,240,Q,41,0,0,41,2902
