K,Id,Parent,ParentType,N,Ns,Nr,Nq,T
2627,54735,34,R,5,0,5,0,2662
2627,54741,34,R,25,0,25,0,2662
2627,54756,34,R,18,0,18,0,2662
2627,54767,34,R,45,0,45,0,2662
2627,54779,34,R,3,0,3,0,2662
2627,54782,34,R,25,0,25,0,2662
2627,54792,34,R,63,0,63,0,2662
2627,54810,34,R,4,0,4,0,2662
2627,54823,34,R,36,0,36,0,2662
2627,54830,34,R,71,0,71,0,2662
2627,54831,34,R,119,0,119,0,2662
2627,54832,34,R,9,0,9,0,2662
2627,54848,34,R,6,0,6,0,2662
2627,54860,40,Q,31,0,0,31,2662
2627,54867,40,Q,21,0,0,21,2662
2627,54887,40,R,19,0,19,0,2662
2627,54889,40,R,41,0,41,0,2662
2627,54899,40,R,15,0,15,0,2662
2627,54904,40,R,22,0,22,0,2662
2627,54910,40,R,17,0,17,0,2662
2627,54914,40,R,13,0,13,0,2662
2627,54923,40,R,13,0,13,0,2662
2627,54929,40,R,79,0,79,0,2662
2627,54941,40,R,53,0,53,0,2662
2627,54945,40,R,12,0,12,0,2662
2627,54953,40,R,49,0,49,0,2662
2627,54955,40,R,15,0,15,0,2662
2627,54964,40,R,3,0,3,0,2662
2627,54969,40,R,28,0,28,0,2662
2627,54970,40,R,4,0,4,0,2662
2627,54980,40,R,40,0,40,0,2662
2627,54982,40,R,14,0,14,0,2662
2627,55006,62,Q,12,0,0,12,2662
2627,55007,62,Q,2,0,0,2,2662
2627,55031,62,R,11,0,11,0,2662
2627,55048,81,R,68,0,68,0,2662
2627,55087,81,R,23,0,23,0,2662
2627,55091,81,R,24,0,24,0,2662
2627,55098,81,R,11,0,11,0,2662
2627,55100,164,Q,74,0,0,74,2662
2628,55109,0,R,36,0,36,0,2662
2628,55134,34,Q,11,0,0,11,2662
2628,55142,34,Q,13,0,0,13,2662
2628,55158,34,Q,58,0,0,58,2662
2628,55170,34,R,29,0,29,0,2662
2628,55184,34,R,4,0,4,0,2662
2628,55187,34,R,4,0,4,0,2662
2628,55189,34,R,6,0,6,0,2662
2628,55194,34,R,37,0,37,0,2662
2628,55196,34,R,6,0,6,0,2662
2628,55206,34,R,56,0,56,0,2662
2628,55239,34,R,13,0,13,0,2662
2628,55242,34,R,14,0,14,0,2662
2628,55245,34,R,130,0,130,0,2662
2628,55256,34,R,4,0,4,0,2662
2628,55263,34,R,34,0,34,0,2662
2628,55264,34,R,8,0,8,0,2662
2628,55283,34,R,17,0,17,0,2662
2628,55293,34,R,16,0,16,0,2662
2628,55294,34,R,42,0,42,0,2662
2628,55297,34,R,8,0,8,0,2662
2628,55300,34,R,2,0,2,0,2662
2628,55309,34,R,44,0,44,0,2662
2628,55320,34,R,12,0,12,0,2662
2628,55342,34,R,2,0,2,0,2662
2628,55352,40,Q,62,0,0,62,2662
2628,55364,40,Q,13,0,0,13,2662
2628,55365,40,Q,60,0,0,60,2662
2628,55393,40,R,50,0,50,0,2662
2628,55396,40,R,12,0,12,0,2662
2628,55401,40,R,31,0,31,0,2662
2628,55416,40,R,23,0,23,0,2662
2628,55440,40,R,9,0,9,0,2662
2628,55442,40,R,47,0,47,0,2662
2628,55459,40,R,19,0,19,0,2662
2628,55461,40,R,22,0,22,0,2662
2628,55467,40,R,18,0,18,0,2662
2628,55469,40,R,3,0,3,0,2662
2628,55472,40,R,20,0,20,0,2662
2628,55480,40,R,25,0,25,0,2662
2628,55484,40,R,122,0,122,0,2662
2628,55490,40,R,31,0,31,0,2662
2628,55494,40,R,2,0,2,0,2662
2628,55496,40,R,11,0,11,0,2662
2628,55503,40,R,7,0,7,0,2662
2628,55507,40,R,51,0,51,0,2662
2628,55517,62,Q,16,0,0,16,2662
2628,55532,62,Q,48,0,0,48,2662
2628,55539,62,R,31,0,31,0,2662
2628,55553,81,R,8,0,8,0,2662
2628,55560,81,R,7,0,7,0,2662
2628,55562,81,R,5,0,5,0,2662
2628,55567,81,R,30,0,30,0,2662
2628,55575,81,R,10,0,10,0,2662
2628,55579,81,R,24,0,24,0,2662
2628,55600,81,R,28,0,28,0,2662
2628,55605,81,R,68,0,68,0,2662
2629,55627,0,R,42,0,42,0,2662
2629,55632,0,R,20,0,20,0,2662
2629,55641,34,Q,91,0,0,91,2662
2629,55647,34,Q,17,0,0,17,2662
2629,55655,34,Q,28,0,0,28,2662
2629,55659,34,Q,40,0,0,40,2662
2629,55668,34,R,4,0,4,0,2662
2629,55671,34,R,47,0,47,0,2662
2629,55682,34,R,127,0,127,0,2662
2629,55687,34,R,42,0,42,0,2662
2629,55690,34,R,36,0,36,0,2662
2629,55709,34,R,30,0,30,0,2662
2629,55726,34,R,10,0,10,0,2662
2629,55734,34,R,16,0,16,0,2662
2629,55775,34,R,39,0,39,0,2662
2629,55788,34,R,4,0,4,0,2662
2629,55790,34,R,2,0,2,0,2662
2629,55791,34,R,33,0,33,0,2662
2629,55795,34,R,35,0,35,0,2662
2629,55806,34,R,27,0,27,0,2662
2629,55836,34,R,4,0,4,0,2662
2629,55848,34,R,26,0,26,0,2662
2629,55861,34,R,12,0,12,0,2662
2629,55890,34,R,49,0,49,0,2662
2629,55895,34,R,6,0,6,0,2662
2629,55902,34,R,27,0,27,0,2662
2629,55917,40,Q,63,0,0,63,2662
2629,55938,40,R,1,0,1,0,2662
2629,55948,40,R,5,0,5,0,2662
2629,55956,40,R,24,0,24,0,2662
2629,55960,40,R,26,0,26,0,2662
2629,55972,40,R,58,0,58,0,2662
2629,55981,40,R,66,0,66,0,2662
2629,55997,40,R,2,0,2,0,2662
2629,56006,40,R,6,0,6,0,2662
2629,56029,40,R,40,0,40,0,2662
2629,56036,40,R,8,0,8,0,2662
2629,56041,40,R,12,0,12,0,2662
2629,56050,40,R,2,0,2,0,2662
2629,56051,40,R,21,0,21,0,2662
2629,56081,62,Q,4,0,0,4,2662
2629,56083,62,Q,40,0,0,40,2662
2629,56102,81,R,77,0,77,0,2662
2629,56105,81,R,45,0,45,0,2662
2629,56115,81,R,17,0,17,0,2662
2629,56120,81,R,9,0,9,0,2662
2629,56128,81,R,23,0,23,0,2662
2629,56136,81,R,15,0,15,0,2662
2629,56141,81,R,1,0,1,0,2662
2630,56187,0,R,4,0,4,0,2662
2630,56213,34,Q,18,0,0,18,2662
2630,56217,34,Q,3,0,0,3,2662
2630,56229,34,Q,43,0,0,43,2662
2630,56241,34,R,7,0,7,0,2662
2630,56258,34,R,27,0,27,0,2662
2630,56268,34,R,5,0,5,0,2662
2630,56279,34,R,39,0,39,0,2662
2630,56281,34,R,26,0,26,0,2662
2630,56291,34,R,66,0,66,0,2662
2630,56294,34,R,30,0,30,0,2662
2630,56297,34,R,43,0,43,0,2662
2630,56300,34,R,23,0,23,0,2662
2630,56314,34,R,7,0,7,0,2662
2630,56343,34,R,8,0,8,0,2662
2630,56348,34,R,28,0,28,0,2662
2630,56352,34,R,18,0,18,0,2662
2630,56354,34,R,47,0,47,0,2662
2630,56359,34,R,4,0,4,0,2662
2630,56370,34,R,12,0,12,0,2662
2630,56371,34,R,32,0,32,0,2662
2630,56376,34,R,14,0,14,0,2662
2630,56426,40,Q,15,0,0,15,2662
2630,56454,40,R,8,0,8,0,2662
2630,56459,40,R,7,0,7,0,2662
2630,56464,40,R,13,0,13,0,2662
2630,56467,40,R,1,0,1,0,2662
2630,56498,40,R,62,0,62,0,2662
2630,56515,40,R,2,0,2,0,2662
2630,56524,40,R,8,0,8,0,2662
2630,56529,40,R,4,0,4,0,2662
2630,56540,40,R,97,0,97,0,2662
2630,56545,40,R,15,0,15,0,2662
2630,56550,40,R,11,0,11,0,2662
2630,56551,40,R,8,0,8,0,2662
2630,56556,40,R,37,0,37,0,2662
2630,56559,40,R,6,0,6,0,2662
2630,56561,40,R,5,0,5,0,2662
2630,56564,40,R,15,0,15,0,2662
2630,56572,40,R,6,0,6,0,2662
2630,56574,40,R,58,0,58,0,2662
2630,56608,81,R,63,0,63,0,2662
2630,56612,81,R,8,0,8,0,2662
2630,56614,81,R,85,0,85,0,2662
2630,56623,81,R,2,0,2,0,2662
2630,56636,81,R,14,0,14,0,2662
2630,56656,81,R,93,0,93,0,2662
2630,56671,81,R,24,0,24,0,2662
2630,56679,81,R,12,0,12,0,2662
2631,56713,0,R,31,0,31,0,2662
2631,56723,34,Q,5,0,0,5,2662
2631,56728,34,Q,22,0,0,22,2662
2631,56735,34,Q,12,0,0,12,2662
2631,56746,34,Q,8,0,0,8,2662
2631,56760,34,R,18,0,18,0,2662
2631,56765,34,R,30,0,30,0,2662
2631,56778,34,R,34,0,34,0,2662
2631,56782,34,R,60,0,60,0,2662
2631,56795,34,R,27,0,27,0,2662
2631,56801,34,R,94,0,94,0,2662
2631,56806,34,R,15,0,15,0,2662
2631,56843,34,R,18,0,18,0,2662
2631,56848,34,R,29,0,29,0,2662
2631,56850,34,R,6,0,6,0,2662
2631,56855,34,R,15,0,15,0,2662
2631,56862,34,R,28,0,28,0,2662
2631,56878,34,R,38,0,38,0,2662
2631,56882,34,R,35,0,35,0,2662
2631,56885,34,R,12,0,12,0,2662
2631,56900,34,R,16,0,16,0,2662
2631,56903,34,R,26,0,26,0,2662
2631,56908,34,R,20,0,20,0,2662
2631,56920,34,R,4,0,4,0,2662
2631,56922,34,R,7,0,7,0,2662
2631,56924,34,R,69,0,69,0,2662
2631,56953,34,R,14,0,14,0,2662
2631,56956,34,R,4,0,4,0,2662
2631,56960,34,R,28,0,28,0,2662
2631,56964,34,R,3,0,3,0,2662
2631,56965,34,R,15,0,15,0,2662
2631,56966,34,R,29,0,29,0,2662
2631,57029,40,R,39,0,39,0,2662
2631,57063,40,R,62,0,62,0,2662
2631,57087,40,R,9,0,9,0,2662
2631,57088,40,R,2,0,2,0,2662
2631,57121,40,R,10,0,10,0,2662
2631,57127,40,R,27,0,27,0,2662
2631,57131,40,R,16,0,16,0,2662
2631,57135,40,R,3,0,3,0,2662
2631,57149,62,Q,46,0,0,46,2662
2631,57163,62,Q,2,0,0,2,2662
2631,57175,62,Q,1,0,0,1,2662
2631,57197,81,R,11,0,11,0,2662
2631,57202,81,R,6,0,6,0,2662
2631,57208,81,R,28,0,28,0,2662
2631,57210,81,R,20,0,20,0,2662
2631,57217,81,R,11,0,11,0,2662
2631,57226,81,R,6,0,6,0,2662
2631,57228,81,R,67,0,67,0,2662
2631,57230,81,R,57,0,57,0,2662
2631,57231,81,R,27,0,27,0,2662
2631,57235,81,R,17,0,17,0,2662
2631,57261,81,R,9,0,9,0,2662
2631,57263,164,Q,11,0,0,11,2662
2632,57270,0,R,6,0,6,0,2662
2632,57273,0,R,14,0,14,0,2662
2632,57280,0,R,20,0,20,0,2662
2632,57282,0,R,27,0,27,0,2662
2632,57293,34,Q,44,0,0,44,2662
2632,57310,34,Q,24,0,0,24,2662
2632,57314,34,Q,34,0,0,34,2662
2632,57320,34,Q,19,0,0,19,2662
2632,57323,34,Q,1,0,0,1,2662
2632,57329,34,R,29,0,29,0,2662
2632,57331,34,R,48,0,48,0,2662
2632,57332,34,R,23,0,23,0,2662
2632,57344,34,R,15,0,15,0,2662
2632,57356,34,R,6,0,6,0,2662
2632,57366,34,R,4,0,4,0,2662
2632,57370,34,R,20,0,20,0,2662
2632,57371,34,R,4,0,4,0,2662
2632,57384,34,R,6,0,6,0,2662
2632,57399,34,R,88,0,88,0,2662
2632,57407,34,R,19,0,19,0,2662
2632,57429,34,R,12,0,12,0,2662
2632,57430,34,R,41,0,41,0,2662
2632,57433,34,R,27,0,27,0,2662
2632,57439,34,R,14,0,14,0,2662
2632,57442,34,R,38,0,38,0,2662
2632,57449,34,R,78,0,78,0,2662
2632,57450,34,R,51,0,51,0,2662
2632,57467,34,R,47,0,47,0,2662
2632,57510,34,R,6,0,6,0,2662
2632,57513,34,R,26,0,26,0,2662
2632,57521,34,R,76,0,76,0,2662
2632,57524,34,R,33,0,33,0,2662
2632,57557,34,R,61,0,61,0,2662
2632,57563,40,Q,43,0,0,43,2662
2632,57569,40,Q,36,0,0,36,2662
2632,57586,40,R,11,0,11,0,2662
2632,57595,40,R,17,0,17,0,2662
2632,57597,40,R,6,0,6,0,2662
2632,57624,40,R,17,0,17,0,2662
2632,57631,40,R,13,0,13,0,2662
2632,57645,40,R,39,0,39,0,2662
2632,57649,40,R,18,0,18,0,2662
2632,57662,40,R,27,0,27,0,2662
2632,57664,40,R,42,0,42,0,2662
2632,57673,40,R,72,0,72,0,2662
2632,57680,40,R,12,0,12,0,2662
2632,57702,40,R,24,0,24,0,2662
2632,57712,40,R,19,0,19,0,2662
2632,57723,40,R,52,0,52,0,2662
2632,57734,40,R,37,0,37,0,2662
2632,57741,62,Q,29,0,0,29,2662
2632,57747,62,Q,26,0,0,26,2662
2632,57748,62,Q,8,0,0,8,2662
2632,57769,62,R,51,0,51,0,2662
2632,57781,81,R,23,0,23,0,2662
2632,57783,81,R,16,0,16,0,2662
2632,57791,81,R,12,0,12,0,2662
2632,57796,81,R,15,0,15,0,2662
2632,57797,81,R,21,0,21,0,2662
2632,57801,81,R,10,0,10,0,2662
2632,57808,81,R,13,0,13,0,2662
2632,57818,81,R,29,0,29,0,2662
2632,57823,81,R,5,0,5,0,2662
2632,57837,81,R,4,0,4,0,2662
2632,57840,81,R,7,0,7,0,2662
2633,57891,0,R,4,0,4,0,2662
2633,57909,34,Q,4,0,0,4,2662
2633,57910,34,Q,2,0,0,2,2662
2633,57911,34,Q,23,0,0,23,2662
2633,57934,34,Q,20,0,0,20,2662
2633,57948,34,R,40,0,40,0,2662
2633,57957,34,R,10,0,10,0,2662
2633,57967,34,R,15,0,15,0,2662
2633,58017,34,R,17,0,17,0,2662
2633,58040,34,R,80,0,80,0,2662
2633,58060,34,R,4,0,4,0,2662
2633,58073,34,R,1,0,1,0,2662
2633,58102,34,R,6,0,6,0,2662
2633,58103,34,R,15,0,15,0,2662
2633,58106,34,R,21,0,21,0,2662
2633,58109,34,R,63,0,63,0,2662
2633,58126,34,R,47,0,47,0,2662
2633,58129,34,R,12,0,12,0,2662
2633,58131,34,R,6,0,6,0,2662
2633,58134,34,R,72,0,72,0,2662
2633,58138,34,R,23,0,23,0,2662
2633,58139,34,R,5,0,5,0,2662
2633,58140,34,R,9,0,9,0,2662
2633,58146,34,R,64,0,64,0,2662
2633,58183,34,R,1,0,1,0,2662
2633,58188,40,Q,54,0,0,54,2662
2633,58193,40,Q,21,0,0,21,2662
2633,58204,40,Q,14,0,0,14,2662
2633,58209,40,R,83,0,83,0,2662
2633,58212,40,R,6,0,6,0,2662
2633,58218,40,R,22,0,22,0,2662
2633,58223,40,R,44,0,44,0,2662
2633,58226,40,R,36,0,36,0,2662
2633,58233,40,R,17,0,17,0,2662
2633,58234,40,R,60,0,60,0,2662
2633,58238,40,R,100,0,100,0,2662
2633,58245,40,R,6,0,6,0,2662
2633,58266,40,R,37,0,37,0,2662
2633,58279,40,R,25,0,25,0,2662
2633,58297,40,R,28,0,28,0,2662
2633,58303,40,R,47,0,47,0,2662
2633,58327,40,R,42,0,42,0,2662
2633,58330,40,R,15,0,15,0,2662
2633,58341,40,R,57,0,57,0,2662
2633,58359,40,R,17,0,17,0,2662
2633,58360,40,R,3,0,3,0,2662
2633,58368,40,R,10,0,10,0,2662
2633,58380,62,Q,39,0,0,39,2662
2633,58382,62,Q,12,0,0,12,2662
2633,58388,62,Q,1,0,0,1,2662
2633,58389,62,Q,21,0,0,21,2662
2633,58398,62,Q,8,0,0,8,2662
2633,58401,62,R,11,0,11,0,2662
2633,58414,81,R,27,0,27,0,2662
2633,58415,81,R,18,0,18,0,2662
2633,58419,81,R,15,0,15,0,2662
2633,58428,81,R,6,0,6,0,2662
2633,58435,81,R,11,0,11,0,2662
2633,58468,81,R,30,0,30,0,2662
2633,58471,81,R,33,0,33,0,2662
2633,58484,81,R,64,0,64,0,2662
2634,58496,0,Q,4,0,0,4,2662
2634,58503,0,R,18,0,18,0,2662
2634,58510,0,R,17,0,17,0,2662
2634,58517,34,Q,10,0,0,10,2662
2634,58518,34,Q,5,0,0,5,2662
2634,58520,34,Q,3,0,0,3,2662
2634,58532,34,Q,27,0,0,27,2662
2634,58553,34,R,44,0,44,0,2662
2634,58565,34,R,3,0,3,0,2662
2634,58567,34,R,23,0,23,0,2662
2634,58574,34,R,24,0,24,0,2662
2634,58590,34,R,23,0,23,0,2662
2634,58597,34,R,35,0,35,0,2662
2634,58627,34,R,17,0,17,0,2662
2634,58630,34,R,104,0,104,0,2662
2634,58631,34,R,14,0,14,0,2662
2634,58655,34,R,15,0,15,0,2662
2634,58670,34,R,54,0,54,0,2662
2634,58674,34,R,28,0,28,0,2662
2634,58691,34,R,21,0,21,0,2662
2634,58699,34,R,12,0,12,0,2662
2634,58702,34,R,20,0,20,0,2662
2634,58722,34,R,10,0,10,0,2662
2634,58725,34,R,7,0,7,0,2662
2634,58743,34,R,31,0,31,0,2662
2634,58755,34,R,8,0,8,0,2662
2634,58771,34,R,16,0,16,0,2662
2634,58773,34,R,25,0,25,0,2662
2634,58782,40,Q,8,0,0,8,2662
2634,58785,40,Q,15,0,0,15,2662
2634,58796,40,R,22,0,22,0,2662
2634,58802,40,R,34,0,34,0,2662
2634,58842,40,R,43,0,43,0,2662
2634,58843,40,R,10,0,10,0,2662
2634,58845,40,R,13,0,13,0,2662
2634,58864,40,R,11,0,11,0,2662
2634,58872,40,R,10,0,10,0,2662
2634,58880,40,R,26,0,26,0,2662
2634,58886,40,R,16,0,16,0,2662
2634,58899,40,R,19,0,19,0,2662
2634,58901,40,R,16,0,16,0,2662
2634,58908,40,R,23,0,23,0,2662
2634,58932,40,R,23,0,23,0,2662
2634,58947,40,R,2,0,2,0,2662
2634,58967,62,Q,36,0,0,36,2662
2634,58972,62,Q,14,0,0,14,2662
2634,58981,62,R,29,0,29,0,2662
2634,58997,81,R,31,0,31,0,2662
2634,59008,81,R,8,0,8,0,2662
2634,59011,81,R,30,0,30,0,2662
2634,59019,81,R,5,0,5,0,2662
2634,59026,81,R,3,0,3,0,2662
2634,59027,81,R,13,0,13,0,2662
2634,59035,81,R,8,0,8,0,2662
2634,59039,81,R,6,0,6,0,2662
2634,59059,81,R,4,0,4,0,2662
2634,59072,81,R,10,0,10,0,2662
2634,59076,164,Q,13,0,0,13,2662
2635,59099,34,Q,101,0,0,101,2662
2635,59101,34,Q,19,0,0,19,2662
2635,59111,34,Q,19,0,0,19,2662
2635,59114,34,Q,2,0,0,2,2662
2635,59151,34,R,23,0,23,0,2662
2635,59191,34,R,32,0,32,0,2662
2635,59212,34,R,16,0,16,0,2662
2635,59221,34,R,11,0,11,0,2662
2635,59222,34,R,25,0,25,0,2662
2635,59234,34,R,22,0,22,0,2662
2635,59239,34,R,12,0,12,0,2662
2635,59240,34,R,32,0,32,0,2662
2635,59251,34,R,17,0,17,0,2662
2635,59267,34,R,32,0,32,0,2662
2635,59275,34,R,36,0,36,0,2662
2635,59280,34,R,12,0,12,0,2662
2635,59282,34,R,18,0,18,0,2662
2635,59295,34,R,14,0,14,0,2662
2635,59315,34,R,10,0,10,0,2662
2635,59321,34,R,2,0,2,0,2662
2635,59324,34,R,4,0,4,0,2662
2635,59330,34,R,77,0,77,0,2662
2635,59335,34,R,10,0,10,0,2662
2635,59339,34,R,17,0,17,0,2662
2635,59341,34,R,19,0,19,0,2662
2635,59342,34,R,26,0,26,0,2662
2635,59352,34,R,34,0,34,0,2662
2635,59357,34,R,5,0,5,0,2662
2635,59362,34,R,12,0,12,0,2662
2635,59363,34,R,22,0,22,0,2662
2635,59368,40,Q,30,0,0,30,2662
2635,59374,40,Q,33,0,0,33,2662
2635,59375,40,Q,75,0,0,75,2662
2635,59381,40,Q,2,0,0,2,2662
2635,59383,40,Q,4,0,0,4,2662
2635,59391,40,R,25,0,25,0,2662
2635,59395,40,R,15,0,15,0,2662
2635,59398,40,R,37,0,37,0,2662
2635,59409,40,R,4,0,4,0,2662
2635,59413,40,R,74,0,74,0,2662
2635,59426,40,R,24,0,24,0,2662
2635,59436,40,R,35,0,35,0,2662
2635,59467,40,R,13,0,13,0,2662
2635,59469,40,R,10,0,10,0,2662
2635,59470,40,R,2,0,2,0,2662
2635,59483,40,R,27,0,27,0,2662
2635,59507,40,R,29,0,29,0,2662
2635,59509,40,R,80,0,80,0,2662
2635,59519,40,R,12,0,12,0,2662
2635,59531,40,R,31,0,31,0,2662
2635,59534,40,R,8,0,8,0,2662
2635,59552,62,Q,2,0,0,2,2662
2635,59580,81,R,21,0,21,0,2662
2635,59601,81,R,1,0,1,0,2662
2635,59618,81,R,36,0,36,0,2662
2635,59619,81,R,14,0,14,0,2662
2635,59632,81,R,4,0,4,0,2662
2635,59634,81,R,31,0,31,0,2662
2635,59650,81,R,40,0,40,0,2662
2635,59664,81,R,41,0,41,0,2662
2636,59675,0,Q,10,0,0,10,2662
2636,59689,0,R,9,0,9,0,2662
2636,59691,0,R,9,0,9,0,2662
2636,59714,34,Q,2,0,0,2,2662
2636,59715,34,Q,14,0,0,14,2662
2636,59720,34,Q,21,0,0,21,2662
2636,59726,34,Q,10,0,0,10,2662
2636,59731,34,Q,10,0,0,10,2662
2636,59735,34,R,24,0,24,0,2662
2636,59736,34,R,41,0,41,0,2662
2636,59760,34,R,21,0,21,0,2662
2636,59769,34,R,15,0,15,0,2662
2636,59774,34,R,7,0,7,0,2662
2636,59785,34,R,2,0,2,0,2662
2636,59797,34,R,24,0,24,0,2662
2636,59799,34,R,14,0,14,0,2662
2636,59811,34,R,9,0,9,0,2662
2636,59835,34,R,13,0,13,0,2662
2636,59838,34,R,17,0,17,0,2662
2636,59845,34,R,3,0,3,0,2662
2636,59846,34,R,13,0,13,0,2662
2636,59874,34,R,28,0,28,0,2662
2636,59876,34,R,24,0,24,0,2662
2636,59886,34,R,4,0,4,0,2662
2636,59887,34,R,1,0,1,0,2662
2636,59913,34,R,10,0,10,0,2662
2636,59914,34,R,10,0,10,0,2662
2636,59920,34,R,22,0,22,0,2662
2636,59924,34,R,2,0,2,0,2662
2636,59929,34,R,10,0,10,0,2662
2636,59932,34,R,33,0,33,0,2662
2636,59933,34,R,71,0,71,0,2662
2636,59939,34,R,20,0,20,0,2662
2636,59942,34,R,38,0,38,0,2662
2636,59943,34,R,27,0,27,0,2662
2636,59950,34,R,14,0,14,0,2662
2636,59951,34,R,28,0,28,0,2662
2636,59958,34,R,15,0,15,0,2662
2636,59964,34,R,16,0,16,0,2662
2636,59975,34,R,6,0,6,0,2662
2636,59990,34,R,20,0,20,0,2662
2636,60010,40,Q,6,0,0,6,2662
2636,60013,40,Q,13,0,0,13,2662
2636,60016,40,Q,36,0,0,36,2662
2636,60026,40,R,8,0,8,0,2662
2636,60028,40,R,6,0,6,0,2662
2636,60035,40,R,18,0,18,0,2662
2636,60043,40,R,1,0,1,0,2662
2636,60046,40,R,17,0,17,0,2662
2636,60061,40,R,14,0,14,0,2662
2636,60062,40,R,6,0,6,0,2662
2636,60064,40,R,40,0,40,0,2662
2636,60074,40,R,11,0,11,0,2662
2636,60075,40,R,45,0,45,0,2662
2636,60095,40,R,7,0,7,0,2662
2636,60096,40,R,39,0,39,0,2662
2636,60100,40,R,20,0,20,0,2662
2636,60126,40,R,15,0,15,0,2662
2636,60131,40,R,2,0,2,0,2662
2636,60137,40,R,13,0,13,0,2662
2636,60180,40,R,32,0,32,0,2662
2636,60183,40,R,60,0,60,0,2662
2636,60184,40,R,11,0,11,0,2662
2636,60209,62,R,8,0,8,0,2662
2636,60213,62,R,41,0,41,0,2662
2636,60246,81,R,9,0,9,0,2662
2636,60254,81,R,14,0,14,0,2662
2636,60255,81,R,10,0,10,0,2662
2636,60258,81,R,15,0,15,0,2662
2636,60264,81,R,9,0,9,0,2662
2636,60269,81,R,10,0,10,0,2662
2636,60271,81,R,22,0,22,0,2662
2636,60280,81,R,21,0,21,0,2662
2637,60312,0,R,52,0,52,0,2662
2637,60320,34,Q,28,0,0,28,2662
2637,60324,34,Q,36,0,0,36,2662
2637,60326,34,Q,4,0,0,4,2662
2637,60335,34,Q,46,0,0,46,2662
2637,60337,34,Q,16,0,0,16,2662
2637,60360,34,R,6,0,6,0,2662
2637,60377,34,R,8,0,8,0,2662
2637,60397,34,R,11,0,11,0,2662
2637,60398,34,R,46,0,46,0,2662
2637,60418,34,R,3,0,3,0,2662
2637,60423,34,R,31,0,31,0,2662
2637,60425,34,R,19,0,19,0,2662
2637,60432,34,R,7,0,7,0,2662
2637,60434,34,R,8,0,8,0,2662
2637,60441,34,R,28,0,28,0,2662
2637,60450,34,R,2,0,2,0,2662
2637,60454,34,R,40,0,40,0,2662
2637,60455,34,R,7,0,7,0,2662
2637,60458,34,R,25,0,25,0,2662
2637,60462,34,R,63,0,63,0,2662
2637,60464,34,R,4,0,4,0,2662
2637,60467,34,R,17,0,17,0,2662
2637,60476,34,R,26,0,26,0,2662
2637,60488,34,R,8,0,8,0,2662
2637,60493,34,R,11,0,11,0,2662
2637,60498,34,R,23,0,23,0,2662
2637,60516,34,R,16,0,16,0,2662
2637,60527,34,R,71,0,71,0,2662
2637,60531,34,R,22,0,22,0,2662
2637,60536,34,R,12,0,12,0,2662
2637,60540,34,R,11,0,11,0,2662
2637,60541,34,R,4,0,4,0,2662
2637,60547,34,R,16,0,16,0,2662
2637,60568,34,R,39,0,39,0,2662
2637,60570,34,R,10,0,10,0,2662
2637,60571,34,R,16,0,16,0,2662
2637,60582,34,R,33,0,33,0,2662
2637,60585,34,R,53,0,53,0,2662
2637,60587,34,R,32,0,32,0,2662
2637,60589,34,R,26,0,26,0,2662
2637,60601,40,Q,6,0,0,6,2662
2637,60604,40,Q,53,0,0,53,2662
2637,60607,40,Q,16,0,0,16,2662
2637,60609,40,Q,4,0,0,4,2662
2637,60612,40,Q,15,0,0,15,2662
2637,60626,40,R,24,0,24,0,2662
2637,60627,40,R,8,0,8,0,2662
2637,60628,40,R,50,0,50,0,2662
2637,60640,40,R,1,0,1,0,2662
2637,60647,40,R,4,0,4,0,2662
2637,60656,40,R,13,0,13,0,2662
2637,60662,40,R,37,0,37,0,2662
2637,60668,40,R,4,0,4,0,2662
2637,60680,40,R,4,0,4,0,2662
2637,60683,40,R,19,0,19,0,2662
2637,60689,40,R,28,0,28,0,2662
2637,60695,40,R,7,0,7,0,2662
2637,60699,40,R,4,0,4,0,2662
2637,60702,40,R,8,0,8,0,2662
2637,60704,40,R,38,0,38,0,2662
2637,60705,40,R,1,0,1,0,2662
2637,60714,40,R,16,0,16,0,2662
2637,60723,40,R,5,0,5,0,2662
2637,60728,40,R,29,0,29,0,2662
2637,60741,40,R,4,0,4,0,2662
2637,60747,40,R,8,0,8,0,2662
2637,60748,40,R,14,0,14,0,2662
2637,60750,40,R,18,0,18,0,2662
2637,60751,40,R,8,0,8,0,2662
2637,60757,40,R,25,0,25,0,2662
2637,60762,40,R,66,0,66,0,2662
2637,60768,40,R,8,0,8,0,2662
2637,60774,40,R,36,0,36,0,2662
2637,60775,40,R,6,0,6,0,2662
2637,60792,40,R,52,0,52,0,2662
2637,60805,40,R,19,0,19,0,2662
2637,60810,62,Q,9,0,0,9,2662
2637,60847,62,R,28,0,28,0,2662
2637,60855,81,R,22,0,22,0,2662
2637,60902,81,R,19,0,19,0,2662
2637,60905,81,R,6,0,6,0,2662
2637,60910,81,R,29,0,29,0,2662
2637,60926,81,R,13,0,13,0,2662
2637,60927,81,R,18,0,18,0,2662
2637,60928,81,R,24,0,24,0,2662
2637,60939,81,R,8,0,8,0,2662
2638,60956,0,R,4,0,4,0,2662
2638,60965,0,R,23,0,23,0,2662
2638,60985,34,Q,1,0,0,1,2662
2638,61000,34,Q,19,0,0,19,2662
2638,61009,34,Q,12,0,0,12,2662
2638,61013,34,Q,4,0,0,4,2662
