K,Id,Parent,ParentType,N,Ns,Nr,Nq,T
2553,35565,40,Q,1178,0,0,1178,2662
2553,35578,40,R,420,0,420,0,2662
2553,35589,40,R,118,0,118,0,2662
2553,35591,40,R,507,0,507,0,2662
2553,35598,62,Q,249,0,0,249,2662
2553,35609,81,R,473,0,473,0,2662
2553,35616,81,R,333,0,333,0,2662
2554,35639,34,R,129,0,129,0,2662
2554,35653,34,R,230,0,230,0,2662
2554,35659,34,R,360,0,360,0,2662
2554,35680,34,R,3204,0,3204,0,2662
2554,35729,62,R,324,0,324,0,2662
2554,35730,62,R,2782,0,2782,0,2662
2554,35739,81,R,574,0,574,0,2662
2555,35746,0,Q,131,0,0,131,2662
2555,35756,0,R,70,0,70,0,2662
2555,35765,34,R,247,0,247,0,2662
2555,35776,34,R,158,0,158,0,2662
2555,35784,34,R,355,0,355,0,2662
2555,35821,40,R,370,0,370,0,2662
2555,35835,62,R,36,0,36,0,2662
2556,35858,0,R,355,0,355,0,2662
2556,35870,34,Q,155,0,0,155,2662
2556,35873,34,Q,206,0,0,206,2662
2556,35882,34,R,89,0,89,0,2662
2556,35917,40,R,347,0,347,0,2662
2556,35944,81,R,80,0,80,0,2662
2556,35952,81,R,53,0,53,0,2662
2557,35957,0,Q,110,0,0,110,2662
2557,35965,34,Q,170,0,0,170,2662
2557,35968,34,Q,134,0,0,134,2662
2557,35987,34,R,153,0,153,0,2662
2557,36001,34,R,956,0,956,0,2662
2557,36016,40,Q,622,0,0,622,2662
2557,36036,40,R,366,0,366,0,2662
2557,36053,40,R,1588,0,1588,0,2662
2557,36060,81,R,30,0,30,0,2662
2557,36065,81,R,254,0,254,0,2662
2558,36077,0,Q,94,0,0,94,2662
2558,36080,0,R,51,0,51,0,2662
2558,36088,34,R,672,0,672,0,2662
2558,36099,34,R,55,0,55,0,2662
2558,36106,34,R,722,0,722,0,2662
2558,36113,40,Q,272,0,0,272,2662
2558,36136,40,R,358,0,358,0,2662
2558,36140,40,R,182,0,182,0,2662
2558,36152,81,R,141,0,141,0,2662
2558,36154,81,R,46,0,46,0,2662
2559,36160,0,Q,23,0,0,23,2662
2559,36170,34,Q,31,0,0,31,2662
2559,36176,34,Q,45,0,0,45,2662
2559,36177,34,Q,157,0,0,157,2662
2559,36195,34,R,28,0,28,0,2662
2559,36225,34,R,254,0,254,0,2662
2559,36234,40,Q,409,0,0,409,2662
2559,36262,40,R,434,0,434,0,2662
2559,36267,40,R,225,0,225,0,2662
2559,36275,81,R,400,0,400,0,2662
2560,36288,0,Q,221,0,0,221,2662
2560,36292,0,Q,187,0,0,187,2662
2560,36301,0,R,446,0,446,0,2662
2560,36305,34,Q,679,0,0,679,2662
2560,36311,34,Q,273,1,0,272,2662
2560,36315,34,Q,367,0,0,367,2662
2560,36323,34,R,571,0,571,0,2662
2560,36325,34,R,224,0,224,0,2662
2560,36334,34,R,365,0,365,0,2662
2560,36341,34,R,411,0,411,0,2662
2560,36351,34,R,65,0,65,0,2662
2560,36384,40,R,134,0,134,0,2662
2560,36385,40,R,366,0,366,0,2662
2560,36415,81,R,495,0,495,0,2662
2561,36430,34,Q,889,2,0,887,2662
2561,36432,34,Q,392,0,0,392,2662
2561,36445,34,R,11,0,11,0,2662
2561,36447,34,R,98,0,98,0,2662
2561,36449,34,R,585,0,585,0,2662
2561,36459,34,R,1296,0,1296,0,2662
2561,36463,34,R,187,0,187,0,2662
2561,36479,34,R,583,0,583,0,2662
2561,36483,40,Q,36,0,0,36,2662
2561,36487,40,R,37,0,37,0,2662
2561,36520,40,R,571,0,571,0,2662
2562,36588,34,R,400,0,400,0,2662
2562,36594,34,R,580,0,580,0,2662
2562,36618,40,Q,54,0,0,54,2662
2562,36624,40,R,201,0,201,0,2662
2562,36634,40,R,144,0,144,0,2662
2562,36650,40,R,88,0,88,0,2662
2562,36651,40,R,196,0,196,0,2662
2562,36656,40,R,1070,0,1070,0,2662
2562,36678,81,R,121,0,121,0,2662
2563,36682,0,Q,165,0,0,165,2662
2563,36684,0,R,170,0,170,0,2662
2563,36693,34,Q,291,0,0,291,2662
2563,36711,34,R,15,0,15,0,2662
2563,36718,34,R,253,0,253,0,2662
2563,36732,34,R,341,0,341,0,2662
2563,36733,34,R,280,0,280,0,2662
2563,36747,40,R,90,0,90,0,2662
2563,36763,40,R,420,0,420,0,2662
2563,36792,81,R,519,0,519,0,2662
2563,36803,81,R,95,0,95,0,2662
2563,36806,81,R,197,0,197,0,2662
2564,36844,34,R,18,0,18,0,2662
2564,36850,34,R,395,0,395,0,2662
2564,36875,34,R,709,0,709,0,2662
2564,36883,34,R,70,0,70,0,2662
2564,36928,40,R,131,0,131,0,2662
2564,36929,62,Q,278,0,0,278,2662
2564,36932,62,Q,41,0,0,41,2662
2564,36946,81,R,53,0,53,0,2662
2565,36950,0,Q,321,0,0,321,2662
2565,36996,34,R,309,0,309,0,2662
2565,37024,34,R,306,0,306,0,2662
2565,37027,34,R,409,0,409,0,2662
2565,37035,40,Q,300,0,0,300,2662
2565,37044,40,R,329,0,329,0,2662
2565,37068,40,R,410,0,410,0,2662
2565,37082,62,Q,126,0,0,126,2662
2565,37084,62,Q,137,0,0,137,2662
2566,37110,0,R,143,0,143,0,2662
2566,37127,34,R,58,0,58,0,2662
2566,37132,34,R,446,0,446,0,2662
2566,37142,34,R,383,0,383,0,2662
2566,37157,34,R,636,0,636,0,2662
2566,37185,40,R,226,0,226,0,2662
2567,37255,34,Q,52,0,0,52,2662
2567,37257,34,Q,189,0,0,189,2662
2567,37268,34,R,403,0,403,0,2662
2567,37289,34,R,41,0,41,0,2662
2567,37300,34,R,537,0,537,0,2662
2567,37302,34,R,196,0,196,0,2662
2567,37303,34,R,536,0,536,0,2662
2567,37304,34,R,358,0,358,0,2662
2567,37331,40,R,267,0,267,0,2662
2567,37353,40,R,110,0,110,0,2662
2567,37380,81,R,666,0,666,0,2662
2568,37389,0,R,442,0,442,0,2662
2568,37412,34,R,375,0,375,0,2662
2568,37420,34,R,292,0,292,0,2662
2568,37427,34,R,25,0,25,0,2662
2568,37463,40,R,363,0,363,0,2662
2568,37465,40,R,134,0,134,0,2662
2568,37467,40,R,357,0,357,0,2662
2568,37476,40,R,208,0,208,0,2662
2568,37491,40,R,109,0,109,0,2662
2568,37501,40,R,550,0,550,0,2662
2569,37559,34,R,623,0,623,0,2662
2569,37569,34,R,659,0,659,0,2662
2569,37584,34,R,115,0,115,0,2662
2569,37606,40,R,17,0,17,0,2662
2569,37607,40,R,637,0,637,0,2662
2569,37624,40,R,58,0,58,0,2662
2570,37663,0,R,247,0,247,0,2662
2570,37688,34,R,96,0,96,0,2662
2570,37711,34,R,65,0,65,0,2662
2570,37740,40,R,230,0,230,0,2662
2570,37744,40,R,693,0,693,0,2662
2570,37760,40,R,392,0,392,0,2662
2570,37774,40,R,261,0,261,0,2662
2570,37792,81,R,105,0,105,0,2662
2571,37811,0,R,97,0,97,0,2662
2571,37833,34,R,218,0,218,0,2662
2571,37872,34,R,155,0,155,0,2662
2571,37874,34,R,184,0,184,0,2662
2571,37877,34,R,94,0,94,0,2662
2571,37894,34,R,101,0,101,0,2662
2571,37929,40,R,155,0,155,0,2662
2571,37941,62,Q,131,0,0,131,2662
2571,37961,81,R,146,0,146,0,2662
2571,37965,81,R,176,0,176,0,2662
2572,37971,0,R,173,0,173,0,2662
2572,37985,34,R,34,0,34,0,2662
2572,38008,34,R,277,0,277,0,2662
2572,38011,34,R,248,0,248,0,2662
2572,38019,34,R,745,0,745,0,2662
2572,38104,81,R,244,0,244,0,2662
2572,38113,164,Q,111,0,0,111,2662
2573,38130,0,R,98,0,98,0,2662
2573,38158,34,R,104,0,104,0,2662
2573,38186,34,R,45,0,45,0,2662
2573,38209,34,R,68,0,68,0,2662
2573,38218,34,R,27,0,27,0,2662
2573,38234,40,R,13,0,13,0,2662
2573,38242,40,R,518,0,518,0,2662
2573,38250,40,R,83,0,83,0,2662
2573,38267,40,R,58,0,58,0,2662
2573,38284,81,R,71,0,71,0,2662
2573,38288,81,R,112,0,112,0,2662
2573,38290,81,R,3,0,3,0,2662
2573,38291,81,R,371,0,371,0,2662
2573,38301,164,Q,285,2,0,283,2662
2574,38315,34,Q,22,0,0,22,2662
2574,38319,34,Q,515,1,0,514,2662
2574,38320,34,Q,42,0,0,42,2662
2574,38327,34,R,110,0,110,0,2662
2574,38355,34,R,125,0,125,0,2662
2574,38371,34,R,396,0,396,0,2662
2574,38384,34,R,50,0,50,0,2662
2574,38389,40,Q,144,0,0,144,2662
2574,38400,40,R,92,0,92,0,2662
2574,38401,40,R,12,0,12,0,2662
2574,38406,40,R,780,0,780,0,2662
2574,38413,40,R,630,0,630,0,2662
2574,38421,40,R,321,0,321,0,2662
2574,38432,62,R,94,0,94,0,2662
2574,38441,81,R,96,0,96,0,2662
2574,38446,81,R,319,0,319,0,2662
2574,38456,81,R,438,0,438,0,2662
2574,38457,81,R,15,0,15,0,2662
2575,38470,34,Q,305,0,0,305,2662
2575,38500,34,R,332,0,332,0,2662
2575,38506,34,R,95,0,95,0,2662
2575,38509,34,R,13,0,13,0,2662
2575,38511,34,R,42,0,42,0,2662
2575,38527,34,R,176,0,176,0,2662
2575,38530,34,R,59,0,59,0,2662
2575,38543,34,R,594,0,594,0,2662
2575,38551,40,R,130,0,130,0,2662
2575,38553,40,R,141,0,141,0,2662
2575,38562,40,R,239,0,239,0,2662
2575,38589,62,Q,18,0,0,18,2662
2575,38616,81,R,514,0,514,0,2662
2575,38630,164,Q,663,0,0,663,2662
2576,38634,0,R,33,0,33,0,2662
2576,38641,0,R,78,0,78,0,2662
2576,38659,34,R,373,0,373,0,2662
2576,38664,34,R,207,0,207,0,2662
2576,38671,34,R,350,0,350,0,2662
2576,38672,34,R,339,0,339,0,2662
2576,38674,34,R,22,0,22,0,2662
2576,38677,34,R,61,0,61,0,2662
2576,38694,34,R,85,0,85,0,2662
2576,38703,34,R,237,0,237,0,2662
2576,38706,34,R,140,0,140,0,2662
2576,38707,34,R,166,0,166,0,2662
2576,38709,34,R,439,0,439,0,2662
2576,38721,34,R,16,0,16,0,2662
2576,38734,40,R,298,0,298,0,2662
2576,38738,40,R,118,0,118,0,2662
2576,38774,40,R,9,0,9,0,2662
2576,38775,40,R,516,0,516,0,2662
2576,38785,62,R,161,0,161,0,2662
2576,38792,81,R,193,0,193,0,2662
2577,38808,0,Q,8,0,0,8,2662
2577,38840,34,R,19,0,19,0,2662
2577,38872,34,R,244,0,244,0,2662
2577,38879,34,R,11,0,11,0,2662
2577,38896,40,R,126,0,126,0,2662
2577,38918,40,R,416,0,416,0,2662
2577,38970,164,Q,372,0,0,372,2662
2578,38972,0,Q,183,0,0,183,2662
2578,38975,0,Q,174,0,0,174,2662
2578,38978,0,R,95,0,95,0,2662
2578,38986,34,Q,30,0,0,30,2662
2578,38997,34,R,70,0,70,0,2662
2578,39004,34,R,217,0,217,0,2662
2578,39018,34,R,23,0,23,0,2662
2578,39031,34,R,6,0,6,0,2662
2578,39032,34,R,227,0,227,0,2662
2578,39038,34,R,156,0,156,0,2662
2578,39046,34,R,212,0,212,0,2662
2578,39052,34,R,106,0,106,0,2662
2578,39054,34,R,50,0,50,0,2662
2578,39057,34,R,70,0,70,0,2662
2578,39058,34,R,35,0,35,0,2662
2578,39078,34,R,44,0,44,0,2662
2578,39105,40,R,235,0,235,0,2662
2578,39116,40,R,304,0,304,0,2662
2578,39122,40,R,211,0,211,0,2662
2578,39130,40,R,230,0,230,0,2662
2578,39144,62,R,245,0,245,0,2662
2578,39149,81,R,109,0,109,0,2662
2578,39154,81,R,97,0,97,0,2662
2578,39168,81,R,478,0,478,0,2662
2579,39190,34,Q,168,0,0,168,2662
2579,39221,34,R,366,0,366,0,2662
2579,39226,34,R,20,0,20,0,2662
2579,39271,40,Q,727,0,0,727,2662
2579,39285,40,R,256,0,256,0,2662
2579,39300,40,R,121,0,121,0,2662
2579,39316,40,R,237,0,237,0,2662
2579,39318,40,R,174,0,174,0,2662
2579,39320,40,R,380,0,380,0,2662
2579,39323,40,R,381,0,381,0,2662
2579,39326,62,Q,18,0,0,18,2662
2579,39332,62,R,269,0,269,0,2662
2580,39355,0,Q,60,0,0,60,2662
