K,Id,Parent,ParentType,N,Ns,Nr,Nq,T
0,0,-1,Sens,733939526,62799,619767301,114109426,2489
1114,143,0,S,1319216478,0,1319216478,0,2489
1139,172,0,S,1992953987,0,1992953987,0,2489
1943,31148,0,R,13944155,0,13944155,0,2489
2015,31201,0,R,124342,0,124342,0,2489
2024,31214,0,R,1004262,0,1004262,0,2489
2044,31245,0,R,585963,0,585963,0,2489
2054,31257,0,R,525292,0,525292,0,2489
2054,31258,0,R,1040912,0,1040912,0,2489
2094,31336,0,R,356993,0,356993,0,2489
2097,31344,0,R,118792,0,118792,0,2489
2100,31352,0,R,230239,0,230239,0,2489
2114,31389,0,R,180540,0,180540,0,2489
2114,31391,172,R,7241632,0,7241632,0,2489
2117,31399,0,R,210107,0,210107,0,2489
2140,31490,0,Q,12792,11,0,12781,2489
2144,31510,0,Q,92770,53,0,92717,2489
2151,31540,0,R,97092,0,97092,0,2489
2157,31565,0,R,29631,0,29631,0,2489
2158,31572,0,R,1694,0,1694,0,2489
2159,31578,0,R,4296,0,4296,0,2489
2161,31588,172,R,1024608,0,1024608,0,2489
2164,31596,0,R,12320,0,12320,0,2489
2165,31601,0,Q,19496,13,0,19483,2489
2167,31619,143,R,1457985,0,1457985,0,2489
2168,31628,143,R,26578,0,26578,0,2489
2168,31630,172,R,391331,0,391331,0,2489
2175,31683,0,R,32722,0,32722,0,2489
2180,31723,0,Q,22798,20,0,22778,2489
2181,31739,0,R,1576,0,1576,0,2489
2182,31749,0,R,3475,0,3475,0,2489
2184,31764,0,R,14396,0,14396,0,2489
2188,31809,0,R,8866,0,8866,0,2489
2188,31811,0,R,8454,0,8454,0,2489
2190,31827,0,R,836,0,836,0,2489
2190,31831,172,R,181766,0,181766,0,2489
2191,31839,0,R,18197,0,18197,0,2489
2194,31863,172,R,448028,0,448028,0,2489
2195,31870,0,R,5041,0,5041,0,2489
2196,31881,0,R,6127,0,6127,0,2489
2198,31901,0,R,11610,0,11610,0,2489
2198,31906,0,R,10119,0,10119,0,2489
2204,31961,0,Q,12561,4,0,12557,2489
2204,31972,0,R,10646,0,10646,0,2489
2206,32001,172,R,63988,0,63988,0,2489
2207,32012,172,R,196017,0,196017,0,2489
2210,32027,0,R,594,0,594,0,2489
2210,32033,0,R,87,0,87,0,2489
2214,32066,0,Q,831,0,0,831,2489
2215,32085,143,R,52070,0,52070,0,2489
2215,32087,143,R,57096,0,57096,0,2489
2219,32122,0,R,13513,0,13513,0,2489
2219,32128,0,R,2269,0,2269,0,2489
2220,32137,0,Q,1932,1,0,1931,2489
2224,32204,0,R,1330,0,1330,0,2489
2226,32219,0,Q,7286,0,0,7286,2489
2226,32225,0,R,96,0,96,0,2489
2227,32238,143,R,5687,0,5687,0,2489
2228,32251,0,R,2642,0,2642,0,2489
2230,32282,0,R,17251,0,17251,0,2489
2231,32301,0,R,80,0,80,0,2489
2231,32306,172,R,46175,0,46175,0,2489
2232,32321,143,R,31294,0,31294,0,2489
2234,32340,0,R,1119,0,1119,0,2489
2234,32345,172,R,29975,0,29975,0,2489
2237,32390,0,R,10865,0,10865,0,2489
2238,32405,0,R,2919,0,2919,0,2489
2239,32416,0,R,1761,0,1761,0,2489
2239,32418,0,R,6092,0,6092,0,2489
2240,32433,172,R,103856,0,103856,0,2489
2240,32436,31245,R,15785,0,15785,0,2489
2241,32443,0,R,13146,0,13146,0,2489
2244,32482,0,R,7300,0,7300,0,2489
2244,32484,0,R,1958,0,1958,0,2489
2244,32494,172,R,100663,0,100663,0,2489
2246,32524,0,R,189,0,189,0,2489
2248,32543,0,Q,4906,2,0,4904,2489
2248,32562,0,R,15216,0,15216,0,2489
2248,32565,143,R,129749,0,129749,0,2489
2249,32579,0,R,7704,0,7704,0,2489
2253,32665,0,R,112,0,112,0,2489
2255,32698,0,R,7304,0,7304,0,2489
2255,32711,0,R,713,0,713,0,2489
2256,32732,143,R,5500,0,5500,0,2489
2257,32755,143,R,84837,0,84837,0,2489
2258,32783,172,R,36998,0,36998,0,2489
2261,32840,172,R,14739,0,14739,0,2489
2263,32886,0,R,1496,0,1496,0,2489
2267,32969,0,R,2565,0,2565,0,2489
2269,33018,172,R,25261,0,25261,0,2489
2271,33066,172,R,17541,0,17541,0,2489
2272,33068,0,Q,772,0,0,772,2489
2272,33075,0,R,1696,0,1696,0,2489
2272,33076,0,R,709,0,709,0,2489
2273,33107,0,R,1561,0,1561,0,2489
2273,33120,143,R,23046,0,23046,0,2489
2275,33181,0,R,1457,0,1457,0,2489
2275,33189,172,R,3006,0,3006,0,2489
2276,33212,143,R,6882,0,6882,0,2489
2277,33219,0,Q,1447,0,0,1447,2489
2277,33220,0,Q,527,0,0,527,2489
2278,33272,172,R,48463,0,48463,0,2489
2279,33303,172,R,6374,0,6374,0,2489
2281,33346,0,R,1897,0,1897,0,2489
2281,33353,172,R,20432,0,20432,0,2489
2282,33365,0,R,260,0,260,0,2489
2282,33373,0,R,1626,0,1626,0,2489
2282,33383,172,R,16920,0,16920,0,2489
2283,33399,0,R,5274,0,5274,0,2489
2283,33412,172,R,38814,0,38814,0,2489
2284,33424,0,R,281,0,281,0,2489
2284,33447,172,R,13187,0,13187,0,2489
2284,33449,172,R,3775,0,3775,0,2489
2285,33457,0,R,1855,0,1855,0,2489
2285,33464,0,R,554,0,554,0,2489
2285,33469,143,R,1629,0,1629,0,2489
2286,33474,0,Q,2050,0,0,2050,2489
2286,33489,0,R,2406,0,2406,0,2489
2286,33503,172,R,622,0,622,0,2489
2287,33516,0,R,842,0,842,0,2489
2287,33519,0,R,6193,0,6193,0,2489
2287,33527,0,R,2839,0,2839,0,2489
2288,33566,172,R,4601,0,4601,0,2489
2291,33663,0,R,1177,0,1177,0,2489
2291,33687,172,R,13997,0,13997,0,2489
2292,33688,0,Q,288,0,0,288,2489
2292,33692,0,Q,1546,2,0,1544,2489
2292,33701,0,R,487,0,487,0,2489
2293,33762,172,R,1630,0,1630,0,2489
2293,33766,172,R,120,0,120,0,2489
2294,33794,143,R,4869,0,4869,0,2489
2294,33798,172,R,459,0,459,0,2489
2295,33824,172,R,9105,0,9105,0,2489
2296,33831,0,R,274,0,274,0,2489
2296,33833,0,R,2648,0,2648,0,2489
2296,33854,172,R,3294,0,3294,0,2489
2298,33892,0,R,98,0,98,0,2489
2298,33916,143,R,1462,0,1462,0,2489
2298,33917,143,R,19073,0,19073,0,2489
2298,33925,172,R,12588,0,12588,0,2489
2299,33938,0,R,2204,0,2204,0,2489
2299,33944,0,R,314,0,314,0,2489
2299,33953,143,R,5260,0,5260,0,2489
2300,33998,172,R,4573,0,4573,0,2489
2302,34047,0,R,895,0,895,0,2489
2302,34050,0,R,1357,0,1357,0,2489
2302,34078,172,R,5491,0,5491,0,2489
2303,34107,0,R,1157,0,1157,0,2489
2303,34109,143,R,5582,0,5582,0,2489
2304,34123,0,Q,365,0,0,365,2489
2304,34127,0,R,4391,0,4391,0,2489
2304,34134,0,R,159,0,159,0,2489
2304,34136,0,R,1827,0,1827,0,2489
2304,34144,0,R,1546,0,1546,0,2489
2306,34217,0,R,1564,0,1564,0,2489
2306,34233,0,R,564,0,564,0,2489
2306,34237,143,R,7192,0,7192,0,2489
2306,34247,172,R,729,0,729,0,2489
2306,34251,172,R,2328,0,2328,0,2489
2307,34258,0,R,280,0,280,0,2489
2307,34279,143,R,3528,0,3528,0,2489
2307,34280,143,R,8263,0,8263,0,2489
2307,34284,143,R,722,0,722,0,2489
2308,34308,0,R,7067,0,7067,0,2489
2308,34323,0,R,1085,0,1085,0,2489
2308,34333,172,R,5799,0,5799,0,2489
2309,34354,0,R,1222,0,1222,0,2489
2310,34402,143,R,1364,0,1364,0,2489
2311,34428,0,R,734,0,734,0,2489
2311,34448,0,R,643,0,643,0,2489
2311,34449,0,R,1311,0,1311,0,2489
2311,34460,172,R,3063,0,3063,0,2489
2311,34461,172,R,3634,0,3634,0,2489
2312,34481,0,R,125,0,125,0,2489
2312,34488,0,R,2616,0,2616,0,2489
2313,34527,0,R,462,0,462,0,2489
2313,34537,0,R,289,0,289,0,2489
2313,34547,143,R,4409,0,4409,0,2489
2313,34552,172,R,6281,0,6281,0,2489
2314,34576,0,R,410,0,410,0,2489
2315,34614,0,R,326,0,326,0,2489
2315,34625,0,R,180,0,180,0,2489
2316,34661,0,R,1068,0,1068,0,2489
2316,34671,0,R,943,0,943,0,2489
2316,34687,143,R,736,0,736,0,2489
2316,34693,172,R,8591,0,8591,0,2489
2317,34701,0,Q,10,0,0,10,2489
2317,34716,0,R,1284,0,1284,0,2489
2317,34736,143,R,8776,0,8776,0,2489
2318,34764,0,R,244,0,244,0,2489
2319,34827,0,R,237,0,237,0,2489
2319,34834,143,R,4313,0,4313,0,2489
2319,34849,172,R,5413,0,5413,0,2489
2320,34852,0,Q,637,1,0,636,2489
2320,34862,0,R,3613,0,3613,0,2489
2320,34906,172,R,1567,0,1567,0,2489
2321,34909,0,Q,639,2,0,637,2489
2321,34917,0,R,1076,0,1076,0,2489
2321,34919,0,R,247,0,247,0,2489
2321,34938,172,R,2054,0,2054,0,2489
2321,34945,172,R,4078,0,4078,0,2489
2322,34993,143,R,4178,0,4178,0,2489
2323,35030,0,R,694,0,694,0,2489
2323,35052,0,R,121,0,121,0,2489
2323,35079,172,R,5450,0,5450,0,2489
2324,35092,0,Q,983,0,0,983,2489
2324,35104,0,R,224,0,224,0,2489
2324,35126,0,R,2522,0,2522,0,2489
2324,35127,0,R,443,0,443,0,2489
2324,35128,143,R,4891,0,4891,0,2489
2325,35173,0,R,2022,0,2022,0,2489
2325,35184,0,R,797,0,797,0,2489
2325,35196,143,R,1904,0,1904,0,2489
2326,35236,0,R,420,0,420,0,2489
2326,35239,0,R,1910,0,1910,0,2489
2326,35241,0,R,1027,0,1027,0,2489
2326,35243,0,R,268,0,268,0,2489
2326,35252,143,R,2874,0,2874,0,2489
2326,35253,143,R,2866,0,2866,0,2489
2326,35254,143,R,26,0,26,0,2489
2326,35264,172,R,2794,0,2794,0,2489
2326,35267,172,R,2270,0,2270,0,2489
2327,35278,0,Q,717,0,0,717,2489
2327,35283,0,R,241,0,241,0,2489
2327,35284,0,R,234,0,234,0,2489
2327,35333,172,R,1407,0,1407,0,2489
2328,35352,0,R,882,0,882,0,2489
2328,35360,0,R,1049,0,1049,0,2489
2328,35373,0,R,1529,0,1529,0,2489
2328,35383,143,R,1992,0,1992,0,2489
2328,35387,143,R,679,0,679,0,2489
2328,35389,143,R,1822,0,1822,0,2489
2329,35421,0,R,358,0,358,0,2489
2329,35447,143,R,2076,0,2076,0,2489
2330,35493,0,R,1043,0,1043,0,2489
2331,35532,0,Q,1075,0,0,1075,2489
2331,35547,0,R,1428,0,1428,0,2489
2331,35560,0,R,55,0,55,0,2489
2331,35568,0,R,511,0,511,0,2489
2331,35573,143,R,1491,0,1491,0,2489
2331,35578,143,R,3395,0,3395,0,2489
2331,35579,143,R,2246,0,2246,0,2489
2332,35605,0,R,27,0,27,0,2489
2332,35608,0,R,589,0,589,0,2489
2332,35635,143,R,1543,0,1543,0,2489
2332,35639,143,R,546,0,546,0,2489
2332,35645,143,R,742,0,742,0,2489
2332,35650,143,R,1513,0,1513,0,2489
2333,35667,0,R,1084,0,1084,0,2489
2333,35674,0,R,348,0,348,0,2489
2333,35702,143,R,90,0,90,0,2489
2333,35709,172,R,2529,0,2529,0,2489
2333,35717,172,R,2491,0,2491,0,2489
2334,35750,0,R,1757,0,1757,0,2489
2334,35781,172,R,1499,0,1499,0,2489
2335,35809,0,R,123,0,123,0,2489
2335,35813,143,R,3594,0,3594,0,2489
2335,35815,143,R,1773,0,1773,0,2489
2335,35820,143,R,175,0,175,0,2489
2335,35839,172,R,853,0,853,0,2489
2336,35888,143,R,116,0,116,0,2489
2336,35890,143,R,3636,0,3636,0,2489
2336,35891,143,R,5099,0,5099,0,2489
2336,35895,172,R,1038,0,1038,0,2489
2336,35898,172,R,365,0,365,0,2489
2337,35912,0,Q,194,0,0,194,2489
2337,35922,0,R,215,0,215,0,2489
2337,35940,0,R,905,0,905,0,2489
2338,36000,0,R,88,0,88,0,2489
2338,36033,172,R,284,0,284,0,2489
2338,36037,172,R,354,0,354,0,2489
2339,36064,0,R,919,0,919,0,2489
2339,36082,0,R,112,0,112,0,2489
2339,36099,143,R,767,0,767,0,2489
2339,36109,143,R,394,0,394,0,2489
2339,36125,172,R,1532,0,1532,0,2489
2340,36144,0,R,7,0,7,0,2489
2340,36180,143,R,1496,0,1496,0,2489
2340,36190,172,R,2327,0,2327,0,2489
2341,36211,0,R,166,0,166,0,2489
2341,36225,0,R,224,0,224,0,2489
2341,36269,172,R,4640,0,4640,0,2489
2342,36311,0,R,812,0,812,0,2489
2342,36347,172,R,1672,0,1672,0,2489
2342,36353,172,R,5603,0,5603,0,2489
2342,36356,172,R,204,0,204,0,2489
2343,36367,0,R,430,0,430,0,2489
2343,36376,0,R,347,0,347,0,2489
2343,36406,143,R,3710,0,3710,0,2489
2343,36407,143,R,564,0,564,0,2489
2343,36424,172,R,1962,0,1962,0,2489
2343,36446,172,R,2559,0,2559,0,2489
2344,36473,0,R,366,0,366,0,2489
2344,36494,143,R,2018,0,2018,0,2489
2344,36498,143,R,1581,0,1581,0,2489
2344,36515,172,R,156,0,156,0,2489
2344,36516,172,R,1252,0,1252,0,2489
2344,36519,31148,R,810,0,810,0,2489
2345,36535,0,R,1396,0,1396,0,2489
2345,36545,0,R,1780,0,1780,0,2489
2345,36547,0,R,395,0,395,0,2489
2345,36557,0,R,278,0,278,0,2489
2345,36565,143,R,1894,0,1894,0,2489
2345,36574,143,R,1587,0,1587,0,2489
2345,36592,172,R,40,0,40,0,2489
2346,36617,0,Q,485,1,0,484,2489
2346,36627,0,R,354,0,354,0,2489
2346,36656,143,R,755,0,755,0,2489
2346,36657,143,R,248,0,248,0,2489
2347,36701,0,R,243,0,243,0,2489
2347,36739,143,R,949,0,949,0,2489
2347,36763,172,R,853,0,853,0,2489
2348,36827,143,R,386,0,386,0,2489
2348,36829,143,R,2435,0,2435,0,2489
2348,36834,172,R,387,0,387,0,2489
2349,36871,0,R,47,0,47,0,2489
2349,36932,172,R,604,0,604,0,2489
2350,36941,0,Q,140,0,0,140,2489
2350,36955,0,R,450,0,450,0,2489
2350,36988,0,R,477,0,477,0,2489
2350,36990,0,R,321,0,321,0,2489
2350,36991,143,R,3825,0,3825,0,2489
2350,37013,172,R,1417,0,1417,0,2489
2350,37022,172,R,932,0,932,0,2489
2351,37036,0,R,109,0,109,0,2489
2351,37049,0,R,220,0,220,0,2489
2351,37079,143,R,1501,0,1501,0,2489
2351,37089,143,R,98,0,98,0,2489
2351,37101,172,R,45,0,45,0,2489
2352,37132,0,R,621,0,621,0,2489
2352,37154,0,R,131,0,131,0,2489
2352,37185,172,R,1171,0,1171,0,2489
2353,37204,0,Q,115,0,0,115,2489
2353,37206,0,R,479,0,479,0,2489
2353,37220,0,R,79,0,79,0,2489
2353,37231,0,R,392,0,392,0,2489
2353,37258,143,R,764,0,764,0,2489
2353,37261,143,R,138,0,138,0,2489
2353,37264,143,R,278,0,278,0,2489
2353,37266,143,R,1755,0,1755,0,2489
2353,37269,172,R,357,0,357,0,2489
2354,37309,0,R,838,0,838,0,2489
2354,37337,143,R,1430,0,1430,0,2489
2354,37350,172,R,1054,0,1054,0,2489
2354,37372,172,R,848,0,848,0,2489
2355,37448,172,R,355,0,355,0,2489
2356,37471,0,R,501,0,501,0,2489
2356,37473,0,R,130,0,130,0,2489
2356,37495,0,R,735,0,735,0,2489
2356,37500,0,R,17,0,17,0,2489
2356,37544,172,R,739,0,739,0,2489
2357,37564,0,Q,33,0,0,33,2489
2357,37600,0,R,208,0,208,0,2489
2357,37604,143,R,176,0,176,0,2489
2357,37646,172,R,1238,0,1238,0,2489
2358,37665,0,Q,357,1,0,356,2489
2358,37690,0,R,781,0,781,0,2489
2358,37698,0,R,352,0,352,0,2489
2358,37721,143,R,1074,0,1074,0,2489
2358,37728,172,R,360,0,360,0,2489
2358,37742,172,R,742,0,742,0,2489
2358,37743,172,R,647,0,647,0,2489
2359,37782,0,R,591,0,591,0,2489
2359,37838,172,R,299,0,299,0,2489
2359,37863,172,R,915,0,915,0,2489
2360,37887,0,R,31,0,31,0,2489
2360,37891,0,R,79,0,79,0,2489
2360,37936,143,R,60,0,60,0,2489
2360,37952,172,R,220,0,220,0,2489
2361,38000,0,R,1189,0,1189,0,2489
2361,38007,0,R,312,0,312,0,2489
2361,38031,143,R,961,0,961,0,2489
2361,38043,143,R,3804,0,3804,0,2489
2361,38054,172,R,1068,0,1068,0,2489
2361,38062,172,R,8661,0,8661,0,2489
2362,38085,0,R,75,0,75,0,2489
2362,38109,0,R,47,0,47,0,2489
2362,38137,143,R,674,0,674,0,2489
2362,38138,143,R,145,0,145,0,2489
2362,38148,143,R,271,0,271,0,2489
2362,38181,172,R,43,0,43,0,2489
2363,38196,0,R,342,0,342,0,2489
2363,38199,0,R,342,0,342,0,2489
2363,38216,0,R,171,0,171,0,2489
2363,38227,0,R,112,0,112,0,2489
2363,38236,143,R,37,0,37,0,2489
2363,38248,143,R,422,0,422,0,2489
2363,38251,143,R,577,0,577,0,2489
2363,38279,172,R,631,0,631,0,2489
2364,38285,0,Q,361,0,0,361,2489
2364,38310,0,R,123,0,123,0,2489
2364,38324,0,R,356,0,356,0,2489
2364,38342,143,R,911,0,911,0,2489
2364,38352,143,R,93,0,93,0,2489
2364,38372,172,R,1881,0,1881,0,2489
2365,38401,0,R,524,0,524,0,2489
2365,38415,0,R,269,0,269,0,2489
2365,38453,143,R,277,0,277,0,2489
2365,38460,143,R,235,0,235,0,2489
2365,38463,143,R,2442,0,2442,0,2489
2365,38485,172,R,529,0,529,0,2489
2365,38491,172,R,2281,0,2281,0,2489
2365,38493,172,R,18,0,18,0,2489
2366,38526,0,R,168,0,168,0,2489
2366,38527,0,R,412,0,412,0,2489
2366,38569,143,R,648,0,648,0,2489
2366,38582,143,R,1620,0,1620,0,2489
2366,38596,172,R,113,0,113,0,2489
2366,38605,172,R,759,0,759,0,2489
2366,38607,172,R,489,0,489,0,2489
2367,38669,143,R,453,0,453,0,2489
2368,38721,0,Q,123,0,0,123,2489
2368,38726,0,Q,202,0,0,202,2489
2368,38809,172,R,518,0,518,0,2489
2368,38826,172,R,4235,0,4235,0,2489
2369,38842,0,R,88,0,88,0,2489
2369,38899,143,R,351,0,351,0,2489
2369,38922,172,R,715,0,715,0,2489
2369,38928,172,R,1953,0,1953,0,2489
2369,38933,172,R,782,0,782,0,2489
2370,38979,0,R,161,0,161,0,2489
2370,39018,143,R,519,0,519,0,2489
2370,39045,172,R,1110,0,1110,0,2489
2371,39109,0,R,51,0,51,0,2489
2371,39112,0,R,256,0,256,0,2489
2371,39113,0,R,163,0,163,0,2489
2371,39122,0,R,173,0,173,0,2489
2371,39135,0,R,182,0,182,0,2489
2371,39139,143,R,800,0,800,0,2489
2371,39142,143,R,247,0,247,0,2489
2371,39179,172,R,171,0,171,0,2489
2371,39185,172,R,5,0,5,0,2489
2371,39201,172,R,558,0,558,0,2489
2371,39211,172,R,479,0,479,0,2489
2372,39216,0,Q,882,3,0,879,2489
2372,39217,0,Q,430,0,0,430,2489
2372,39284,143,R,35,0,35,0,2489
2372,39318,172,R,324,0,324,0,2489
2372,39337,172,R,932,0,932,0,2489
2372,39338,172,R,173,0,173,0,2489
2373,39358,0,Q,38,0,0,38,2489
2373,39366,0,R,90,0,90,0,2489
2373,39373,0,R,12,0,12,0,2489
2373,39386,0,R,249,0,249,0,2489
2373,39391,0,R,212,0,212,0,2489
2373,39397,0,R,765,0,765,0,2489
2373,39405,0,R,244,0,244,0,2489
2373,39419,143,R,11,0,11,0,2489
2373,39423,143,R,675,0,675,0,2489
2373,39447,172,R,1509,0,1509,0,2489
2373,39474,172,R,1172,0,1172,0,2489
2373,39478,172,R,953,0,953,0,2489
2373,39480,172,R,1765,0,1765,0,2489
2374,39490,0,Q,184,1,0,183,2489
2374,39559,143,R,122,0,122,0,2489
2374,39594,172,R,1068,0,1068,0,2489
2374,39603,172,R,67,0,67,0,2489
2374,39611,172,R,10,0,10,0,2489
2374,39625,172,R,39,0,39,0,2489
2375,39629,0,Q,53,0,0,53,2489
2375,39661,0,R,99,0,99,0,2489
2375,39673,0,R,59,0,59,0,2489
2375,39685,0,R,78,0,78,0,2489
2375,39686,0,R,61,0,61,0,2489
2375,39690,0,R,187,0,187,0,2489
2375,39705,143,R,180,0,180,0,2489
2375,39716,143,R,653,0,653,0,2489
2375,39761,172,R,554,0,554,0,2489
2375,39770,172,R,58,0,58,0,2489
2376,39832,0,R,479,0,479,0,2489
2376,39843,143,R,264,0,264,0,2489
2376,39848,143,R,194,0,194,0,2489
2376,39855,143,R,1661,0,1661,0,2489
2376,39896,172,R,377,0,377,0,2489
2376,39916,172,R,135,0,135,0,2489
2377,39977,143,R,364,0,364,0,2489
2377,39993,143,R,295,0,295,0,2489
2377,39995,143,R,1995,0,1995,0,2489
2377,39999,143,R,1226,0,1226,0,2489
2377,40006,143,R,568,0,568,0,2489
2377,40017,172,R,308,0,308,0,2489
2377,40022,172,R,230,0,230,0,2489
2377,40026,172,R,123,0,123,0,2489
2377,40039,172,R,702,0,702,0,2489
2377,40040,172,R,62,0,62,0,2489
2377,40043,172,R,22,0,22,0,2489
2377,40056,31389,R,724,0,724,0,2489
2378,40155,172,R,182,0,182,0,2489
2378,40172,172,R,70,0,70,0,2489
2378,40185,172,R,305,0,305,0,2489
2379,40222,0,R,969,0,969,0,2489
2379,40245,0,R,239,0,239,0,2489
2379,40250,0,R,111,0,111,0,2489
2379,40267,0,R,333,0,333,0,2489
2379,40276,143,R,124,0,124,0,2489
2379,40285,143,R,61,0,61,0,2489
2379,40305,172,R,130,0,130,0,2489
2379,40315,172,R,372,0,372,0,2489
2379,40339,172,R,22,0,22,0,2489
2380,40348,0,Q,35,0,0,35,2489
2380,40358,0,R,50,0,50,0,2489
2380,40370,0,R,6,0,6,0,2489
2380,40414,0,R,2,0,2,0,2489
2380,40421,143,R,163,0,163,0,2489
2380,40451,143,R,146,0,146,0,2489
2380,40454,143,R,91,0,91,0,2489
2380,40470,172,R,60,0,60,0,2489
2380,40471,172,R,312,0,312,0,2489
2380,40477,172,R,355,0,355,0,2489
2380,40486,172,R,36,0,36,0,2489
2380,40497,172,R,1272,0,1272,0,2489
2380,40502,172,R,702,0,702,0,2489
2381,40514,0,Q,24,0,0,24,2489
2381,40554,0,R,217,0,217,0,2489
2381,40572,0,R,77,0,77,0,2489
2381,40575,0,R,53,0,53,0,2489
2381,40579,0,R,826,0,826,0,2489
2381,40607,143,R,757,0,757,0,2489
2381,40614,172,R,165,0,165,0,2489
2381,40619,172,R,218,0,218,0,2489
2381,40630,172,R,817,0,817,0,2489
2382,40672,0,R,90,0,90,0,2489
2382,40685,0,R,289,0,289,0,2489
2382,40700,0,R,335,0,335,0,2489
2382,40713,0,R,273,0,273,0,2489
2382,40714,0,R,123,0,123,0,2489
2382,40729,143,R,430,0,430,0,2489
2382,40733,143,R,105,0,105,0,2489
2382,40737,143,R,301,0,301,0,2489
2382,40750,143,R,671,0,671,0,2489
2382,40766,172,R,782,0,782,0,2489
2382,40771,172,R,382,0,382,0,2489
2382,40773,172,R,707,0,707,0,2489
2382,40782,172,R,687,0,687,0,2489
2382,40790,172,R,518,0,518,0,2489
2382,40800,172,R,160,0,160,0,2489
2382,40802,172,R,337,0,337,0,2489
2382,40816,172,R,486,0,486,0,2489
2382,40818,172,R,881,0,881,0,2489
2383,40829,0,Q,80,0,0,80,2489
2383,40852,0,R,313,0,313,0,2489
2383,40889,0,R,153,0,153,0,2489
2383,40906,143,R,46,0,46,0,2489
2383,40915,143,R,69,0,69,0,2489
2383,40924,172,R,87,0,87,0,2489
2383,40925,172,R,1083,0,1083,0,2489
2383,40937,172,R,100,0,100,0,2489
2383,40975,172,R,302,0,302,0,2489
2383,40976,172,R,221,0,221,0,2489
2384,41017,0,R,100,0,100,0,2489
2384,41044,0,R,64,0,64,0,2489
2384,41070,143,R,68,0,68,0,2489
2384,41072,172,R,255,0,255,0,2489
2384,41090,172,R,400,0,400,0,2489
2384,41111,172,R,18,0,18,0,2489
2384,41121,172,R,100,0,100,0,2489
2385,41132,0,R,104,0,104,0,2489
2385,41145,0,R,346,0,346,0,2489
2385,41173,0,R,114,0,114,0,2489
2385,41175,0,R,21,0,21,0,2489
2385,41188,143,R,100,0,100,0,2489
2385,41199,143,R,232,0,232,0,2489
2385,41213,143,R,76,0,76,0,2489
2385,41232,172,R,449,0,449,0,2489
2385,41242,172,R,63,0,63,0,2489
2385,41248,172,R,23,0,23,0,2489
2386,41269,0,Q,254,0,0,254,2489
2386,41298,0,R,295,0,295,0,2489
2386,41344,143,R,927,0,927,0,2489
2386,41363,143,R,30,0,30,0,2489
2386,41364,143,R,64,0,64,0,2489
2386,41415,172,R,400,0,400,0,2489
2386,41428,172,R,231,0,231,0,2489
2387,41462,0,R,284,0,284,0,2489
2387,41484,0,R,161,0,161,0,2489
2387,41510,143,R,337,0,337,0,2489
2387,41513,143,R,499,0,499,0,2489
2387,41514,143,R,353,0,353,0,2489
2387,41517,143,R,895,0,895,0,2489
2387,41591,172,R,673,0,673,0,2489
2388,41620,0,R,159,0,159,0,2489
2388,41643,0,R,23,0,23,0,2489
2388,41667,0,R,84,0,84,0,2489
2388,41670,143,R,265,0,265,0,2489
2388,41672,143,R,539,0,539,0,2489
2388,41674,143,R,47,0,47,0,2489
2388,41682,143,R,155,0,155,0,2489
2388,41683,143,R,352,0,352,0,2489
2388,41688,143,R,1498,0,1498,0,2489
2388,41692,143,R,405,0,405,0,2489
2388,41693,143,R,720,0,720,0,2489
2388,41697,143,R,6,0,6,0,2489
2388,41720,172,R,257,0,257,0,2489
2388,41722,172,R,81,0,81,0,2489
2388,41728,172,R,641,0,641,0,2489
2388,41730,172,R,539,0,539,0,2489
2388,41751,172,R,10,0,10,0,2489
2388,41756,172,R,400,0,400,0,2489
2388,41758,172,R,650,0,650,0,2489
2389,41774,0,R,20,0,20,0,2489
2389,41778,0,R,904,0,904,0,2489
2389,41785,0,R,276,0,276,0,2489
2389,41813,0,R,283,0,283,0,2489
2389,41833,0,R,36,0,36,0,2489
2389,41838,143,R,99,0,99,0,2489
2389,41863,143,R,814,0,814,0,2489
2389,41883,172,R,80,0,80,0,2489
2389,41887,172,R,133,0,133,0,2489
2389,41909,172,R,83,0,83,0,2489
2389,41910,172,R,211,0,211,0,2489
2389,41918,172,R,541,0,541,0,2489
2390,41931,0,Q,43,0,0,43,2489
2390,41940,0,Q,4,0,0,4,2489
2390,41952,0,R,444,0,444,0,2489
2390,41957,0,R,39,0,39,0,2489
2390,41963,0,R,83,0,83,0,2489
2390,41998,0,R,39,0,39,0,2489
2390,42013,143,R,472,0,472,0,2489
2390,42017,143,R,6,0,6,0,2489
2390,42018,143,R,776,0,776,0,2489
2390,42021,143,R,265,0,265,0,2489
2390,42026,143,R,138,0,138,0,2489
2390,42036,143,R,420,0,420,0,2489
2390,42061,172,R,375,0,375,0,2489
2390,42076,172,R,621,0,621,0,2489
2390,42082,172,R,430,0,430,0,2489
2390,42084,172,R,125,0,125,0,2489
2391,42126,0,R,94,0,94,0,2489
2391,42146,0,R,140,0,140,0,2489
2391,42187,0,R,1,0,1,0,2489
2391,42203,143,R,239,0,239,0,2489
2391,42213,143,R,141,0,141,0,2489
2391,42226,172,R,1105,0,1105,0,2489
2391,42239,172,R,321,0,321,0,2489
2391,42257,172,R,938,0,938,0,2489
2391,42269,172,R,529,0,529,0,2489
2391,42279,172,R,24,0,24,0,2489
2392,42303,0,R,8,0,8,0,2489
2392,42305,0,R,37,0,37,0,2489
